ID,Crop,Year,Lat,Lon,Plant density,Plantation date,Harvest date,Soil pH_H2O,Soil.pH_SMP7.5,SOM_%,Soil.MIII.Al.ICP_mg.kg,Soil.MIII.P.ICP_mg.kg,Texture,Clay %,Sand %,Soil Series,Manure,P.Source,P.rate_kgP2o5.ha_ctrl,P.rate_kgP2o5.ha_1,P.rate_kgP2o5.ha_2,P.rate_kgP2o5.ha_3,P.rate_kgP2o5.ha_4,Yield_t.ha_ctrl,Yield_t.ha_1,Yield_t.ha_2,Yield_t.ha_3,Yield_t.ha_4,Grain density g.L ctrl,Grain density g.L 1,Grain density g.L 2,Grain density g.L 3,Grain density g.L 4,Grain mositure % ctrl,Grain mositure % 1,Grain mositure % 2,Grain mositure % 3,Grain mositure % 4,MaxLeafLength_cm_ctrl,MaxLeafLength_cm_1,MaxLeafLength_cm_2,MaxLeafLength_cm_3,Growing season (d),pcpCum,pcpIrCum,SDI,AWDR,nbPcp1,nbPcp2,nbPcp5,nbPcp10,IhBR,IhKcBR,etpBRcum,etpKcBRcum,tMean,DDCm,DDCb,nb3po3j,nb4po7j,CTU,cClim,cClimKc,pcpCum_30,pcpIrCum_30,SDI_30,AWDR_30,nbPcp1_30,nbPcp2_30,nbPcp5_30,nbPcp10_30,IhBR_30,IhKcBR_30,etpBRcum_30,etpKcBRcum_30,tMean_30,DDCm_30,DDCb_30,nb3po3j_30,nb4po7j_30,CTU_30
110,Grain,2001,45.62,-73.13,75000,2001-05-03,2001-10-04,5.9,6.9,2.8,790.8,95.8,Loam,21.4,40,Richelieu,none,MAP,0,20,NA,NA,NA,6,6.4,NA,NA,NA,686,687.3,NA,NA,NA,9.5,10.1,NA,NA,NA,58.2,62.1,NA,NA,155,413.39,413.39,0.72789463,300.90436,54,43,26,15,-37.283424,-37.283424,659.13993,659.13993,18.312419,NA,2063.425,41,34,3344.1563,4,4,66.48,66.48,0.61694949,41.014802,10,9,5,2,-47.227183,-47.227183,125.97395,125.97395,15.2025,NA,306.075,7,6,504.50472
111,Grain,2001,45.62,-73.13,75000,2001-05-03,2001-10-04,5.9,6.9,2.8,790.8,95.8,Loam,21.4,40,Richelieu,none,MAP OM,0,20,NA,NA,NA,6,6.4,NA,NA,NA,686,689.3,NA,NA,NA,9.5,8.9,NA,NA,NA,58.2,60.2,NA,NA,155,413.39,413.39,0.72789463,300.90436,54,43,26,15,-37.283424,-37.283424,659.13993,659.13993,18.312419,NA,2063.425,41,34,3344.1563,4,4,66.48,66.48,0.61694949,41.014802,10,9,5,2,-47.227183,-47.227183,125.97395,125.97395,15.2025,NA,306.075,7,6,504.50472
112,Grain,2001,45.8,-73,80000,2001-05-06,2001-10-06,6.9,7.4,1.8,424.5,123.3,Sandy loam,13.1,65,Saint-Damase,none,MAP,0,20,NA,NA,NA,12.3,13.1,NA,NA,NA,767,753.5,NA,NA,NA,28.1,27.8,NA,NA,NA,45.8,48.6,NA,NA,154,428.89,428.89,0.74485088,319.4591,56,46,32,15,-33.667613,-33.667613,646.57706,646.57706,17.956981,NA,1995.375,43,37,3248.0523,4,4,72.78,72.78,0.65347126,47.559638,11,10,5,3,-40.767388,-40.767388,122.8715,122.8715,14.366,NA,280.98,8,7,473.77241
113,Grain,2001,45.8,-73,80000,2001-05-06,2001-10-06,6.9,7.4,1.8,424.5,123.3,Sandy loam,13.1,65,Saint-Damase,none,MAP OM,0,20,NA,NA,NA,12.3,12.7,NA,NA,NA,767,754.1,NA,NA,NA,28.1,28.8,NA,NA,NA,45.8,48,NA,NA,154,428.89,428.89,0.74485088,319.4591,56,46,32,15,-33.667613,-33.667613,646.57706,646.57706,17.956981,NA,1995.375,43,37,3248.0523,4,4,72.78,72.78,0.65347126,47.559638,11,10,5,3,-40.767388,-40.767388,122.8715,122.8715,14.366,NA,280.98,8,7,473.77241
114,Grain,2001,45.4,-73.13,80000,2001-05-08,2001-10-06,5.9,7,2.5,784.4,98.4,Clay,60.4,15,Sainte-Rosalie,none,MAP,0,20,NA,NA,NA,8.6,7.8,NA,NA,NA,769.3,769.5,NA,NA,NA,30.2,30,NA,NA,NA,47.8,50.1,NA,NA,152,438.57,438.57,0.79093616,346.88087,70,59,31,15,-27.277165,-27.277165,603.07055,603.07055,15.278651,NA,1563.045,49,49,2607.4675,4,4,57.31,57.31,0.7009286,40.170218,12,10,6,1,-55.585703,-55.585703,129.03503,129.03503,12.073333,NA,212.89,10,8,377.97914
115,Grain,2001,45.4,-73.13,80000,2001-05-08,2001-10-06,5.9,7,2.5,784.4,98.4,Clay,60.4,15,Sainte-Rosalie,none,MAP OM,0,20,NA,NA,NA,8.6,8.2,NA,NA,NA,769.3,769.4,NA,NA,NA,30.2,29.7,NA,NA,NA,47.8,50.2,NA,NA,152,521.91,521.91,0.79537488,415.1141,77,59,31,19,-1.7900918,-1.7900918,531.42296,531.42296,14.041316,NA,1376.375,54,52,2322.1383,5,5,59.97,59.97,0.67349922,40.389748,11,10,5,1,-49.735422,-49.735422,119.30867,119.30867,11.3275,NA,191.92,9,8,339.05088
116,Grain,2001,45.57,-72.92,75000,2001-05-08,2001-10-06,6.8,7.3,2.2,524,119.4,Loam,18.6,45,Saint-Urbain,none,MAP,0,20,NA,NA,NA,12.4,12,NA,NA,NA,758.8,753.8,NA,NA,NA,30.5,30.2,NA,NA,NA,52.5,58.7,NA,NA,152,436.23,436.23,0.73091348,318.84639,54,44,26,18,-31.67016,-31.67016,638.418,638.418,18.273388,NA,2017.555,43,34,3273.5994,4,4,77.65,77.65,0.6607009,51.303425,12,11,4,3,-36.52323,-36.52323,122.32822,122.32822,14.827,NA,294.81,9,6,494.98753
117,Grain,2001,45.57,-72.92,75000,2001-05-08,2001-10-06,6.8,7.3,2.2,524,119.4,Loam,18.6,45,Saint-Urbain,none,MAP OM,0,20,NA,NA,NA,12.4,12.5,NA,NA,NA,758.8,756.1,NA,NA,NA,30.5,32.2,NA,NA,NA,52.5,60.7,NA,NA,152,436.23,436.23,0.73091348,318.84639,54,44,26,18,-31.67016,-31.67016,638.418,638.418,18.273388,NA,2017.555,43,34,3273.5994,4,4,77.65,77.65,0.6607009,51.303425,12,11,4,3,-36.52323,-36.52323,122.32822,122.32822,14.827,NA,294.81,9,6,494.98753
118,Grain,2001,46.97,-70.58,80000,2001-05-18,2001-10-18,5.5,7,3.2,426.2,48.4,Sandy loam,9.7,65,Saint-Epiphane,none,MAP,0,20,NA,NA,NA,9.7,9.8,NA,NA,NA,780.3,780,NA,NA,NA,34.7,34.6,NA,NA,NA,74.7,76,NA,NA,154,537.73,537.73,0.74479792,400.50018,67,57,31,12,-1.149066,-1.149066,543.9807,543.9807,16.566299,NA,1781.38,47,45,2912.6282,5,5,115.82,115.82,0.61223392,70.908932,12,12,8,1,-5.611426,-5.611426,122.70553,122.70553,14.6945,NA,290.835,8,8,475.85267
119,Grain,2001,46.97,-70.58,80000,2001-05-18,2001-10-18,5.5,7,3.2,426.2,48.4,Sandy loam,9.7,65,Saint-Epiphane,none,MAP OM,0,20,NA,NA,NA,9.7,10.1,NA,NA,NA,780.3,782.8,NA,NA,NA,34.7,33.5,NA,NA,NA,74.7,76.6,NA,NA,154,537.73,537.73,0.74479792,400.50018,67,57,31,12,-1.149066,-1.149066,543.9807,543.9807,16.566299,NA,1781.38,47,45,2912.6282,5,5,115.82,115.82,0.61223392,70.908932,12,12,8,1,-5.611426,-5.611426,122.70553,122.70553,14.6945,NA,290.835,8,8,475.85267
120,Grain,2001,46.97,-70.58,75000,2001-05-19,2001-10-18,6,6.8,9.2,1012.2,89.9,Silty clay,46.6,10,Kamouraska,none,MAP,0,20,NA,NA,NA,8.6,8.9,NA,NA,NA,777,765,NA,NA,NA,38.9,38.9,NA,NA,NA,60.6,62.3,NA,NA,153,527.67,527.67,0.74222632,391.65056,67,53,30,13,-1.1509481,-1.1509481,533.81392,533.81392,16.597516,NA,1774.42,47,41,2900.3142,5,5,110.78,110.78,0.64897044,71.892945,14,13,8,2,-9.2075177,-9.2075177,122.01451,122.01451,14.797333,NA,293.92,8,8,484.29649
121,Grain,2001,46.97,-70.58,75000,2001-05-19,2001-10-18,6,6.8,9.2,1012.2,89.9,Silty clay,46.6,10,Kamouraska,none,MAP OM,0,20,NA,NA,NA,8.6,9.3,NA,NA,NA,777,776,NA,NA,NA,38.9,39.1,NA,NA,NA,60.6,63.5,NA,NA,153,527.67,527.67,0.74222632,391.65056,67,53,30,13,-1.1509481,-1.1509481,533.81392,533.81392,16.597516,NA,1774.42,47,41,2900.3142,5,5,110.78,110.78,0.64897044,71.892945,14,13,8,2,-9.2075177,-9.2075177,122.01451,122.01451,14.797333,NA,293.92,8,8,484.29649
122,Grain,2001,46.72,-72.08,80000,2001-05-20,2001-10-13,5.2,6.5,4,2046,49.1,Loamy sand,5.6,80,Ivry,none,MAP,0,20,NA,NA,NA,6.2,6,NA,NA,NA,750.5,749,NA,NA,NA,39.1,39.3,NA,NA,NA,66.5,66.5,NA,NA,147,468.32,468.32,0.77397257,362.46683,69,59,29,14,-18.642192,-18.642192,575.63006,575.63006,16.157449,NA,1644.205,48,50,2698.3444,4,4,70.76,70.76,0.64777869,45.83682,11,8,7,2,-50.58804,-50.58804,143.2042,143.2042,15.485667,NA,314.57,8,7,506.87035
123,Grain,2001,46.72,-72.08,80000,2001-05-20,2001-10-13,5.2,6.5,4,2046,49.1,Loamy sand,5.6,80,Ivry,none,MAP OM,0,20,NA,NA,NA,6.2,6.2,NA,NA,NA,750.5,755.9,NA,NA,NA,39.1,38.9,NA,NA,NA,66.5,70.5,NA,NA,147,468.32,468.32,0.77397257,362.46683,69,59,29,14,-18.642192,-18.642192,575.63006,575.63006,16.157449,NA,1644.205,48,50,2698.3444,4,4,70.76,70.76,0.64777869,45.83682,11,8,7,2,-50.58804,-50.58804,143.2042,143.2042,15.485667,NA,314.57,8,7,506.87035
124,Grain,2002,45.12,-74.05,70000,2002-05-21,2002-10-24,6.4,7.2,3.1,749.5,45.2,Silty clay,51.4,8.7,Sainte-Rosalie,none,MAP,0,20,40,NA,NA,8.4,8.9,8.3,NA,NA,762.1,764.3,765.7,NA,NA,20,20.3,20.9,NA,NA,42.2,41.9,42.6,NA,157,440.04,440.04,0.67268609,296.00879,48,38,22,15,-27.166418,-27.166418,604.17185,604.17185,17.653599,NA,1997.715,38,34,3214.3748,4,4,179.79,179.79,0.6521628,117.25235,16,13,7,5,54.105921,54.105921,116.66651,116.66651,14.924333,NA,297.73,10,10,508.44599
125,Grain,2002,45.12,-74.05,70000,2002-05-21,2002-10-24,6.4,7.2,3.1,749.5,45.2,Silty clay,51.4,8.7,Sainte-Rosalie,none,MAP OM,0,20,40,NA,NA,8.4,9.2,9,NA,NA,762.1,766.5,765.8,NA,NA,20,20,20.8,NA,NA,42.2,43.9,45.7,NA,157,440.04,440.04,0.67268609,296.00879,48,38,22,15,-27.166418,-27.166418,604.17185,604.17185,17.653599,NA,1997.715,38,34,3214.3748,4,4,179.79,179.79,0.6521628,117.25235,16,13,7,5,54.105921,54.105921,116.66651,116.66651,14.924333,NA,297.73,10,10,508.44599
126,Grain,2002,45.12,-74.05,75000,2002-05-05,2002-10-24,6,7.1,3.4,811.1,57,Silty clay loam,39.2,10.2,Saint-Urbain,none,MAP,0,20,40,NA,NA,9.6,9.4,8.5,NA,NA,801.4,813,807.5,NA,NA,29.1,29,28.1,NA,NA,57.7,64.5,66.3,NA,173,500.2,500.2,0.68795416,344.11467,54,42,26,18,-22.636459,-22.636459,646.55779,646.55779,16.936243,NA,2076.195,43,37,3342.2216,4,4,117.17,117.17,0.62930749,73.735959,12,8,7,5,16.702728,16.702728,100.40039,100.40039,12.226167,NA,216.91,9,7,363.6624
127,Grain,2002,45.12,-74.05,75000,2002-05-05,2002-10-24,6,7.1,3.4,811.1,57,Silty clay loam,39.2,10.2,Saint-Urbain,none,MAP OM,0,20,40,NA,NA,9.6,9.6,9.3,NA,NA,801.4,806.9,807,NA,NA,29.1,28.2,28.5,NA,NA,57.7,62.3,72.9,NA,173,500.2,500.2,0.68795416,344.11467,54,42,26,18,-22.636459,-22.636459,646.55779,646.55779,16.936243,NA,2076.195,43,37,3342.2216,4,4,117.17,117.17,0.62930749,73.735959,12,8,7,5,16.702728,16.702728,100.40039,100.40039,12.226167,NA,216.91,9,7,363.6624
128,Grain,2002,45.12,-74.05,70000,2002-05-10,2002-10-20,6.3,7,19.4,655.5,156.8,Silty loam,17.3,8.7,Sainte-Barbe,none,MAP,0,20,40,NA,NA,11.3,12,10.8,NA,NA,773.4,775.4,775.4,NA,NA,25.9,25.9,24.1,NA,NA,70.9,67.6,76.8,NA,164,495.61,495.61,0.68928068,341.6144,51,42,26,18,-20.91915,-20.91915,626.71304,626.71304,17.424299,NA,2039.51,40,34,3277.1145,4,4,121.11,121.11,0.6458158,78.214751,12,10,7,5,19.912178,19.912178,100.99892,100.99892,12.565333,NA,227.085,9,5,379.61076
129,Grain,2002,45.12,-74.05,70000,2002-05-10,2002-10-20,6.3,7,19.4,655.5,156.8,Silty loam,17.3,8.7,Sainte-Barbe,none,MAP OM,0,20,40,NA,NA,11.3,11.8,11.2,NA,NA,773.4,772.6,776.2,NA,NA,25.9,26.1,23.1,NA,NA,70.9,72.4,77,NA,164,495.61,495.61,0.68928068,341.6144,51,42,26,18,-20.91915,-20.91915,626.71304,626.71304,17.424299,NA,2039.51,40,34,3277.1145,4,4,121.11,121.11,0.6458158,78.214751,12,10,7,5,19.912178,19.912178,100.99892,100.99892,12.565333,NA,227.085,9,5,379.61076
130,Grain,2002,45.17,-73.68,60000,2002-04-21,2002-10-20,7.3,7.4,4.4,717.3,68.8,Loam,19.1,41.1,Saint-Bernard,none,MAP,0,20,40,NA,NA,9.5,9.1,9.7,NA,NA,744.3,743.4,745.9,NA,NA,17.9,18.6,19.2,NA,NA,76.2,78,81.5,NA,183,550.88,550.88,0.70049434,385.88832,59,47,29,21,-17.94545,-17.94545,671.35826,671.35826,16.290191,NA,2081.2,47,40,3353.3173,4,4,121.8,121.8,0.64507624,78.570286,12,9,7,6,92.94834,92.94834,63.125705,63.125705,7.6608333,NA,94.53,9,7,155.40343
131,Grain,2002,45.17,-73.68,60000,2002-04-21,2002-10-20,7,7.4,4.4,717.3,68.8,Loam,19.1,41.1,Saint-Bernard,none,MAP OM,0,20,40,NA,NA,9.5,8.7,8.6,NA,NA,744.3,749.3,746.1,NA,NA,17.9,19.5,18.7,NA,NA,76.2,72.9,81.4,NA,183,550.88,550.88,0.70049434,385.88832,59,47,29,21,-17.94545,-17.94545,671.35826,671.35826,16.290191,NA,2081.2,47,40,3353.3173,4,4,121.8,121.8,0.64507624,78.570286,12,9,7,6,92.94834,92.94834,63.125705,63.125705,7.6608333,NA,94.53,9,7,155.40343
132,Grain,2002,45.17,-73.68,70000,2002-05-11,2002-10-20,6.4,7.3,2.9,439.3,128,Sandy loam,16.6,60.8,Saint-Jude,none,MAP,0,20,40,NA,NA,10.7,9.6,9.9,NA,NA,778.3,781.6,773.8,NA,NA,26.9,26.3,27.1,NA,NA,42,47.5,47.5,NA,163,480.27,480.27,0.68247868,327.77404,50,41,25,18,-23.559846,-23.559846,628.29544,628.29544,17.402178,NA,2021.945,40,33,3249.4537,4,4,114.84,114.84,0.60789498,69.81066,11,9,6,5,10.803968,10.803968,103.6425,103.6425,12.658667,NA,229.76,9,4,385.57074
133,Grain,2002,45.17,-73.68,70000,2002-05-11,2002-10-20,6.4,7.3,2.9,439.3,128,Sandy loam,16.6,60.8,Saint-Jude,none,MAP OM,0,20,40,NA,NA,10.7,10,10.1,NA,NA,778.3,779.6,780.6,NA,NA,26.9,26.4,26.6,NA,NA,42,44.8,45.7,NA,163,480.27,480.27,0.68247868,327.77404,50,41,25,18,-23.559846,-23.559846,628.29544,628.29544,17.402178,NA,2021.945,40,33,3249.4537,4,4,114.84,114.84,0.60789498,69.81066,11,9,6,5,10.803968,10.803968,103.6425,103.6425,12.658667,NA,229.76,9,4,385.57074
134,Grain,2002,46.17,-72.33,85000,2002-05-12,2002-10-24,6.2,7.2,2.8,1169.6,210.1,Loamy sand,7.2,78,Saint-Sylvere,none,MAP,0,20,40,NA,NA,10.2,9.9,9.9,NA,NA,748.3,741.2,746.3,NA,NA,30.2,29.6,28.6,NA,NA,74.8,73.8,82.2,NA,166,453.98,453.98,0.69563861,315.80602,53,43,28,16,-23.199063,-23.199063,591.11258,591.11258,15.747741,NA,1815.11,43,35,2967.0027,4,4,104.49,104.49,0.61800081,64.574905,12,9,6,4,3.0637651,3.0637651,101.38384,101.38384,11.653167,NA,201.1,9,4,343.33101
135,Grain,2002,46.17,-72.33,85000,2002-05-12,2002-10-24,6.2,7.2,2.8,1169.6,210.1,Loamy sand,7.2,78,Saint-Sylvere,none,MAP OM,0,20,40,NA,NA,10.2,10,10.3,NA,NA,748.3,743.7,751.4,NA,NA,30.2,29.6,28.1,NA,NA,74.8,81.2,83.4,NA,166,453.98,453.98,0.69563861,315.80602,53,43,28,16,-23.199063,-23.199063,591.11258,591.11258,15.747741,NA,1815.11,43,35,2967.0027,4,4,104.49,104.49,0.61800081,64.574905,12,9,6,4,3.0637651,3.0637651,101.38384,101.38384,11.653167,NA,201.1,9,4,343.33101
136,Grain,2002,46.2,-72.62,70000,2002-05-25,2002-10-18,6.6,7.3,3.8,851.5,122.4,Loamy sand,8.2,78.7,Sorel+La Baie,none,MAP,0,20,40,NA,NA,10.5,7.9,9.2,NA,NA,784.6,771.6,764.2,NA,NA,29,30.2,27.7,NA,NA,92.2,94.7,89.6,NA,147,379.28,379.28,0.67907039,257.55782,45,38,23,13,-30.548371,-30.548371,546.1067,546.1067,17.293197,NA,1816.085,38,31,2964.5835,4,4,162.38,162.38,0.6340317,102.95407,15,13,7,4,38.898057,38.898057,116.90588,116.90588,15.1645,NA,304.935,10,8,515.44587
137,Grain,2002,46.2,-72.62,70000,2002-05-25,2002-10-18,6.6,7.3,3.8,851.5,122.4,Loamy sand,8.2,78.7,Sorel+La Baie,none,MAP OM,0,20,40,NA,NA,10.5,9.2,8.3,NA,NA,784.6,773.2,768.8,NA,NA,29,28.9,29.3,NA,NA,92.2,91.6,92.7,NA,147,379.28,379.28,0.67907039,257.55782,45,38,23,13,-30.548371,-30.548371,546.1067,546.1067,17.293197,NA,1816.085,38,31,2964.5835,4,4,162.38,162.38,0.6340317,102.95407,15,13,7,4,38.898057,38.898057,116.90588,116.90588,15.1645,NA,304.935,10,8,515.44587
138,Grain,2002,46.17,-72.33,75000,2002-05-27,2002-10-18,5.2,6.7,6.9,829.5,148.2,Sandy loam,11.2,58.2,Saint-Aime,none,MAP,0,20,40,NA,NA,10.7,9.8,8.9,NA,NA,801.5,805,799.9,NA,NA,30.6,30.5,38.1,NA,NA,95.9,94,91.5,NA,145,378.82,378.82,0.6796829,257.47748,44,38,23,13,-31.083815,-31.083815,549.6822,549.6822,16.679103,NA,1705.14,39,29,2791.9044,4,4,173.78,173.78,0.6603679,114.75873,15,14,8,5,37.323092,37.323092,126.54827,126.54827,15.002,NA,300.06,11,7,504.47779
139,Grain,2002,46.17,-72.33,75000,2002-05-27,2002-10-18,5.2,6.7,6.9,829.5,148.2,Sandy loam,11.2,58.2,Saint-Aime,none,MAP OM,0,20,40,NA,NA,10.7,10.5,10.1,NA,NA,801.5,795.8,800.4,NA,NA,30.6,31.3,30.8,NA,NA,95.9,93.6,90.6,NA,145,378.82,378.82,0.6796829,257.47748,44,38,23,13,-31.083815,-31.083815,549.6822,549.6822,16.679103,NA,1705.14,39,29,2791.9044,4,4,173.78,173.78,0.6603679,114.75873,15,14,8,5,37.323092,37.323092,126.54827,126.54827,15.002,NA,300.06,11,7,504.47779
140,Grain,2003,45.17,-73.87,70000,2003-05-20,2003-10-24,6.2,6.9,4.5,322,21.7,Clay,44,34.9,Sainte-Rosalie,none,OMF,0,20,40,60,NA,10.9,12.1,11.6,10.6,NA,752.9,738.7,744.7,750.95,NA,21.6,22.7,22.3,21.7,NA,50.4,49.7,48.1,47.7,158,511.18,511.18,0.71337273,364.66187,62,47,28,14,-10.666353,-10.666353,572.21441,572.21441,17.480095,NA,1983.915,48,35,3226.4683,5,5,146.76,146.76,0.57647876,84.604023,14,10,7,3,23.478134,23.478134,118.85505,118.85505,15.4525,NA,313.575,12,5,527.85297
141,Grain,2003,45.17,-73.87,70000,2003-05-20,2003-10-24,6.2,6.9,4.5,322,21.7,Clay,44,34.9,Sainte-Rosalie,none,DAP OM,0,20,40,60,NA,10.9,11.7,11.4,11.1,NA,752.9,747.5,760.7,758.9,NA,21.6,22.4,22.2,21.9,NA,50.4,51,52.9,54,158,511.18,511.18,0.71337273,364.66187,62,47,28,14,-10.666353,-10.666353,572.21441,572.21441,17.480095,NA,1983.915,48,35,3226.4683,5,5,146.76,146.76,0.57647876,84.604023,14,10,7,3,23.478134,23.478134,118.85505,118.85505,15.4525,NA,313.575,12,5,527.85297
142,Grain,2003,45.17,-73.87,70000,2003-05-20,2003-10-24,6.2,6.9,4.5,322,21.7,Clay,44,34.9,Sainte-Rosalie,none,MAP,0,20,40,60,NA,10.9,9.1,9.7,10.7,NA,752.9,740.6,755.2,750.8,NA,21.6,21.8,22.3,22.3,NA,50.4,54.2,54.7,51.3,158,511.18,511.18,0.71337273,364.66187,62,47,28,14,-10.666353,-10.666353,572.21441,572.21441,17.480095,NA,1983.915,48,35,3226.4683,5,5,146.76,146.76,0.57647876,84.604023,14,10,7,3,23.478134,23.478134,118.85505,118.85505,15.4525,NA,313.575,12,5,527.85297
143,Grain,2003,45.17,-73.87,75000,2003-05-20,2003-10-24,6.1,6.9,3.1,369,34.9,Clay loam,37.7,25.6,Saint-Urbain,none,OMF,0,20,40,60,NA,13.8,13.3,12.5,13.4,NA,744.2,743.3,746.5,754.7,NA,21.5,23.6,22.7,23.7,NA,54.2,56.5,54.7,55.5,158,511.18,511.18,0.71337273,364.66187,62,47,28,14,-10.666353,-10.666353,572.21441,572.21441,17.480095,NA,1983.915,48,35,3226.4683,5,5,146.76,146.76,0.57647876,84.604023,14,10,7,3,23.478134,23.478134,118.85505,118.85505,15.4525,NA,313.575,12,5,527.85297
144,Grain,2003,45.17,-73.87,75000,2003-05-20,2003-10-24,6.1,6.9,3.1,369,34.9,Clay loam,37.7,25.6,Saint-Urbain,none,DAP OM,0,20,40,60,NA,13.8,13.6,14,13.7,NA,744.2,753.8,756.2,747.2,NA,21.5,22.3,21.4,23.9,NA,54.2,57.1,56.7,56.7,158,511.18,511.18,0.71337273,364.66187,62,47,28,14,-10.666353,-10.666353,572.21441,572.21441,17.480095,NA,1983.915,48,35,3226.4683,5,5,146.76,146.76,0.57647876,84.604023,14,10,7,3,23.478134,23.478134,118.85505,118.85505,15.4525,NA,313.575,12,5,527.85297
145,Grain,2003,45.17,-73.87,75000,2003-05-20,2003-10-24,6.1,6.9,3.1,369,34.9,Clay loam,37.7,25.6,Saint-Urbain,none,MAP,0,20,40,60,NA,13.8,13.1,13.5,13,NA,744.2,748.7,750.9,741.8,NA,21.5,25,21.8,23.9,NA,54.2,54.6,57.5,56.9,158,511.18,511.18,0.71337273,364.66187,62,47,28,14,-10.666353,-10.666353,572.21441,572.21441,17.480095,NA,1983.915,48,35,3226.4683,5,5,146.76,146.76,0.57647876,84.604023,14,10,7,3,23.478134,23.478134,118.85505,118.85505,15.4525,NA,313.575,12,5,527.85297
146,Grain,2003,45.22,-73.2,65000,2003-05-22,2003-10-15,5.5,6.6,3.4,471,21.7,Loam,18,37.9,Saint-Blaise,none,OMF,0,20,40,60,NA,11,10.5,9.1,11.1,NA,755.1,757.5,761.2,756.9,NA,28.6,29.3,31.6,30.3,NA,50.6,49.4,40.5,47.4,147,394.16,394.16,0.74954297,295.43986,60,46,25,10,-30.794658,-30.794658,569.5514,569.5514,18.280816,NA,1952.28,44,30,3182.6872,4,4,109.67,109.67,0.59012974,64.719529,14,9,5,2,-7.8622759,-7.8622759,119.02834,119.02834,15.649333,NA,319.48,11,3,544.90295
147,Grain,2003,45.22,-73.2,65000,2003-05-22,2003-10-15,5.5,6.6,3.4,471,21.7,Loam,18,37.9,Saint-Blaise,none,DAP OM,0,20,40,60,NA,11,9.8,10.3,10.1,NA,755.1,760,763.9,761.5,NA,28.6,31.7,28.9,29.6,NA,50.6,40.9,45.7,45,147,394.16,394.16,0.74954297,295.43986,60,46,25,10,-30.794658,-30.794658,569.5514,569.5514,18.280816,NA,1952.28,44,30,3182.6872,4,4,109.67,109.67,0.59012974,64.719529,14,9,5,2,-7.8622759,-7.8622759,119.02834,119.02834,15.649333,NA,319.48,11,3,544.90295
148,Grain,2003,45.22,-73.2,65000,2003-05-22,2003-10-15,5.5,6.6,3.4,471,21.7,Loam,18,37.9,Saint-Blaise,none,MAP,0,20,40,60,NA,11,10.3,9.7,11,NA,755.1,755.2,762.1,758,NA,28.6,30.9,29.9,29,NA,50.6,47.3,46.7,53.5,147,394.16,394.16,0.74954297,295.43986,60,46,25,10,-30.794658,-30.794658,569.5514,569.5514,18.280816,NA,1952.28,44,30,3182.6872,4,4,109.67,109.67,0.59012974,64.719529,14,9,5,2,-7.8622759,-7.8622759,119.02834,119.02834,15.649333,NA,319.48,11,3,544.90295
149,Grain,2003,45.08,-73.38,75000,2003-05-22,2003-10-16,5.5,7,2,515,29.5,Sandy loam,13.3,60,Saint-Valentin,none,OMF,0,20,40,60,NA,12.7,13.8,12.9,13.3,NA,757.4,758.4,762.9,762.4,NA,35.3,34.5,33.7,33.5,NA,40.9,49.8,47.8,44,148,426.85,426.85,0.74583715,318.36059,60,46,29,10,-25.564963,-25.564963,573.45306,573.45306,18.219628,NA,1956.505,45,32,3187.3704,4,4,119.21,119.21,0.58227484,69.412984,14,11,7,2,0.39446527,0.39446527,118.74161,118.74161,15.5705,NA,317.115,11,5,541.18492
150,Grain,2003,45.08,-73.38,75000,2003-05-22,2003-10-16,5.5,7,2,515,29.5,Sandy loam,13.3,60,Saint-Valentin,none,DAP OM,0,20,40,60,NA,12.7,13.6,13,13.9,NA,757.4,757.8,765.4,769.3,NA,35.3,32.6,32.9,33.1,NA,40.9,46.6,49.7,52.3,148,426.85,426.85,0.74583715,318.36059,60,46,29,10,-25.564963,-25.564963,573.45306,573.45306,18.219628,NA,1956.505,45,32,3187.3704,4,4,119.21,119.21,0.58227484,69.412984,14,11,7,2,0.39446527,0.39446527,118.74161,118.74161,15.5705,NA,317.115,11,5,541.18492
151,Grain,2003,45.08,-73.38,75000,2003-05-22,2003-10-16,5.5,7,2,515,29.5,Sandy loam,13.3,60,Saint-Valentin,none,MAP,0,20,40,60,NA,12.7,13.8,13.8,12.8,NA,757.4,759.6,758.4,763.7,NA,35.3,34,33.4,32.3,NA,40.9,48.5,46.8,45.9,148,426.85,426.85,0.74583715,318.36059,60,46,29,10,-25.564963,-25.564963,573.45306,573.45306,18.219628,NA,1956.505,45,32,3187.3704,4,4,119.21,119.21,0.58227484,69.412984,14,11,7,2,0.39446527,0.39446527,118.74161,118.74161,15.5705,NA,317.115,11,5,541.18492
152,Grain,2003,45.33,-73.25,75000,2003-05-22,2003-10-16,4.7,6.3,2.3,636,35.3,Loam,22.2,29.4,Saint-Jude,none,OMF,0,20,40,60,NA,10.4,10.8,10.4,11,NA,770,766,763.8,764.5,NA,30.1,31.7,33,30,NA,66.4,67.6,63.4,70.3,148,407.82,407.82,0.75091349,306.23754,62,49,28,15,-26.284955,-26.284955,553.23849,553.23849,18.022365,NA,1927.31,47,37,3151.3352,4,4,96.78,96.78,0.5866142,56.772522,13,10,6,4,-17.478943,-17.478943,117.27916,117.27916,15.397667,NA,311.93,11,5,531.7295
