ID,Crop,Year,Lat,Lon,Plant density,Plantation date,Harvest date,Soil pH_H2O,Soil.pH_SMP7.5,SOM_%,Soil.MIII.Al.ICP_mg.kg,Soil.MIII.P.ICP_mg.kg,Texture,Clay %,Sand %,Soil Series,Manure,P.Source,P.rate_kgP2o5.ha_ctrl,P.rate_kgP2o5.ha_1,P.rate_kgP2o5.ha_2,P.rate_kgP2o5.ha_3,P.rate_kgP2o5.ha_4,Yield_t.ha_ctrl,Yield_t.ha_1,Yield_t.ha_2,Yield_t.ha_3,Yield_t.ha_4,Grain density g.L ctrl,Grain density g.L 1,Grain density g.L 2,Grain density g.L 3,Grain density g.L 4,Grain mositure % ctrl,Grain mositure % 1,Grain mositure % 2,Grain mositure % 3,Grain mositure % 4,MaxLeafLength_cm_ctrl,MaxLeafLength_cm_1,MaxLeafLength_cm_2,MaxLeafLength_cm_3,Growing season (d),pcpCum,pcpIrCum,SDI,AWDR,nbPcp1,nbPcp2,nbPcp5,nbPcp10,IhBR,IhKcBR,etpBRcum,etpKcBRcum,tMean,DDCm,DDCb,nb3po3j,nb4po7j,CTU,cClim,cClimKc,pcpCum_30,pcpIrCum_30,SDI_30,AWDR_30,nbPcp1_30,nbPcp2_30,nbPcp5_30,nbPcp10_30,IhBR_30,IhKcBR_30,etpBRcum_30,etpKcBRcum_30,tMean_30,DDCm_30,DDCb_30,nb3po3j_30,nb4po7j_30,CTU_30
209,Grain,1999,45.8,-73,72000,1999-05-05,1999-09-25,6.1,NA,5,1341.8,72.1,Silty clay,40.7,14.6,Providence,none,DAP OM,0,22,35,NA,NA,8.46,8.351,7.517,NA,NA,728,735,728,NA,NA,35.2,34.9,36.7,NA,NA,40.9,44.2,43,NA,144,484.47,484.47,0.72055962,349.08952,54,49,26,14,-24.226942,-24.226942,639.36973,639.36973,19.211875,NA,2046.51,41,36,3275.5116,4,4,81.55,81.55,0.59843643,48.802491,11,9,5,3,-39.079557,-39.079557,133.86311,133.86311,16.411833,NA,342.355,7,4,559.97392
210,Grain,1999,45.8,-73,72000,1999-05-05,1999-09-25,6.1,NA,5,1341.8,72.1,Silty clay,40.7,14.6,Providence,none,DAP OM,0,24,NA,NA,NA,8.46,7.593,NA,NA,NA,728,724,NA,NA,NA,35.2,35.8,NA,NA,NA,40.9,41.7,NA,NA,144,484.47,484.47,0.72055962,349.08952,54,49,26,14,-24.226942,-24.226942,639.36973,639.36973,19.211875,NA,2046.51,41,36,3275.5116,4,4,81.55,81.55,0.59843643,48.802491,11,9,5,3,-39.079557,-39.079557,133.86311,133.86311,16.411833,NA,342.355,7,4,559.97392
211,Grain,1999,45.95,-73.58,74800,1999-05-03,1999-09-15,6.7,NA,4.2,1188.6,229,Clay,42.4,19.7,Sainte-Rosalie,none,DAP,0,40,72,NA,NA,7.269,7.696,7.003,NA,NA,810,796,811,NA,NA,34.3,35.8,34.7,NA,NA,54.8,56.9,58.7,NA,136,420.21,420.21,0.71431528,300.16242,52,44,24,10,-35.770876,-35.770876,654.23592,654.23592,19.429154,NA,1962.365,42,34,3108.382,4,4,57.28,57.28,0.58034162,33.241968,10,8,4,2,-60.033564,-60.033564,143.32026,143.32026,15.6365,NA,319.095,9,5,519.6626
212,Grain,1999,45.95,-73.58,74800,1999-05-03,1999-09-15,6.7,NA,4.2,1188.6,229,Clay,42.4,19.7,Sainte-Rosalie,none,MAP DAP,0,37,NA,NA,NA,7.269,6.95,NA,NA,NA,810,811,NA,NA,NA,34.3,34.5,NA,NA,NA,54.8,54.1,NA,NA,136,420.21,420.21,0.71431528,300.16242,52,44,24,10,-35.770876,-35.770876,654.23592,654.23592,19.429154,NA,1962.365,42,34,3108.382,4,4,57.28,57.28,0.58034162,33.241968,10,8,4,2,-60.033564,-60.033564,143.32026,143.32026,15.6365,NA,319.095,9,5,519.6626
213,Grain,1999,45.95,-73.58,74800,1999-05-03,1999-09-15,6.7,NA,4.2,1188.6,229,Clay,42.4,19.7,Sainte-Rosalie,none,DAP OM,0,NA,55,NA,NA,7.269,NA,6.65,NA,NA,810,NA,807,NA,NA,34.3,NA,33.8,NA,NA,54.8,NA,55.1,NA,136,420.21,420.21,0.71431528,300.16242,52,44,24,10,-35.770876,-35.770876,654.23592,654.23592,19.429154,NA,1962.365,42,34,3108.382,4,4,57.28,57.28,0.58034162,33.241968,10,8,4,2,-60.033564,-60.033564,143.32026,143.32026,15.6365,NA,319.095,9,5,519.6626
214,Grain,1999,45.95,-73.58,74800,1999-05-03,1999-09-15,6.7,NA,4.2,1188.6,229,Clay,42.4,19.7,Sainte-Rosalie,none,DAP OM,0,34,56,NA,NA,7.269,7.553,7.235,NA,NA,810,802,805,NA,NA,34.3,34.2,34.4,NA,NA,54.8,55.6,54.5,NA,136,420.21,420.21,0.71431528,300.16242,52,44,24,10,-35.770876,-35.770876,654.23592,654.23592,19.429154,NA,1962.365,42,34,3108.382,4,4,57.28,57.28,0.58034162,33.241968,10,8,4,2,-60.033564,-60.033564,143.32026,143.32026,15.6365,NA,319.095,9,5,519.6626
215,Grain,1999,45.95,-73.58,74800,1999-05-03,1999-09-15,6.7,NA,4.2,1188.6,229,Clay,42.4,19.7,Sainte-Rosalie,none,DAP OM,0,36,NA,NA,NA,7.269,6.369,NA,NA,NA,810,804,NA,NA,NA,34.3,36.5,NA,NA,NA,54.8,57.2,NA,NA,136,420.21,420.21,0.71431528,300.16242,52,44,24,10,-35.770876,-35.770876,654.23592,654.23592,19.429154,NA,1962.365,42,34,3108.382,4,4,57.28,57.28,0.58034162,33.241968,10,8,4,2,-60.033564,-60.033564,143.32026,143.32026,15.6365,NA,319.095,9,5,519.6626
216,Grain,1999,45.22,-73.2,76000,1999-05-04,1999-09-22,6.4,NA,3.8,1043.4,143,Loam,16.5,29.8,Richelieu,none,DAP,0,33,67,NA,NA,9.879,10.125,9.458,NA,NA,728,724,729,NA,NA,35.3,35.5,34,NA,NA,48,51.5,53.6,NA,142,456.02,456.02,0.70673234,322.28408,51,43,27,15,-30.023491,-30.023491,651.67584,651.67584,19.459437,NA,2053.24,38,37,3276.0764,4,4,65.96,65.96,0.5924975,39.081135,11,8,4,3,-52.168754,-52.168754,137.90149,137.90149,16.069667,NA,332.09,6,3,546.39913
217,Grain,1999,45.22,-73.2,76000,1999-05-04,1999-09-22,6.4,NA,3.8,1043.4,143,Loam,16.5,29.8,Richelieu,none,MAP DAP,0,33,NA,NA,NA,9.879,9.919,NA,NA,NA,728,723,NA,NA,NA,35.3,34.2,NA,NA,NA,48,52.5,NA,NA,142,456.02,456.02,0.70673234,322.28408,51,43,27,15,-30.023491,-30.023491,651.67584,651.67584,19.459437,NA,2053.24,38,37,3276.0764,4,4,65.96,65.96,0.5924975,39.081135,11,8,4,3,-52.168754,-52.168754,137.90149,137.90149,16.069667,NA,332.09,6,3,546.39913
218,Grain,1999,45.22,-73.2,76000,1999-05-04,1999-09-22,6.4,NA,3.8,1043.4,143,Loam,16.5,29.8,Richelieu,none,DAP OM,0,NA,88,NA,NA,9.879,NA,10.254,NA,NA,728,NA,730,NA,NA,35.3,NA,31.4,NA,NA,48,NA,51.2,NA,142,456.02,456.02,0.70673234,322.28408,51,43,27,15,-30.023491,-30.023491,651.67584,651.67584,19.459437,NA,2053.24,38,37,3276.0764,4,4,65.96,65.96,0.5924975,39.081135,11,8,4,3,-52.168754,-52.168754,137.90149,137.90149,16.069667,NA,332.09,6,3,546.39913
219,Grain,1999,45.22,-73.2,76000,1999-05-04,1999-09-22,6.4,NA,3.8,1043.4,143,Loam,16.5,29.8,Richelieu,none,DAP OM,0,38,76,NA,NA,9.879,10.175,10.075,NA,NA,728,713,735,NA,NA,35.3,33.3,32.3,NA,NA,48,51,50.6,NA,142,456.02,456.02,0.70673234,322.28408,51,43,27,15,-30.023491,-30.023491,651.67584,651.67584,19.459437,NA,2053.24,38,37,3276.0764,4,4,65.96,65.96,0.5924975,39.081135,11,8,4,3,-52.168754,-52.168754,137.90149,137.90149,16.069667,NA,332.09,6,3,546.39913
220,Grain,1999,45.22,-73.2,76000,1999-05-04,1999-09-22,6.4,NA,3.8,1043.4,143,Loam,16.5,29.8,Richelieu,none,DAP OM,0,39,NA,NA,NA,9.879,10.112,NA,NA,NA,728,729,NA,NA,NA,35.3,32.5,NA,NA,NA,48,53.3,NA,NA,142,456.02,456.02,0.70673234,322.28408,51,43,27,15,-30.023491,-30.023491,651.67584,651.67584,19.459437,NA,2053.24,38,37,3276.0764,4,4,65.96,65.96,0.5924975,39.081135,11,8,4,3,-52.168754,-52.168754,137.90149,137.90149,16.069667,NA,332.09,6,3,546.39913
221,Grain,1999,45.08,-73.38,80000,1999-04-30,1999-09-22,6.4,NA,3.7,935,51.6,Silty clay loam,29.3,8.2,Richelieu,none,DAP,0,27,53,NA,NA,11.625,11.762,11.03,NA,NA,704,726,728,NA,NA,37,35.8,34.1,NA,NA,30.3,30.8,31.8,NA,146,455.47,455.47,0.70764224,322.30981,55,45,26,14,-31.956587,-31.956587,669.38148,669.38148,19.227055,NA,2077.15,41,39,3326.6256,4,4,62.96,62.96,0.56022746,35.271921,10,7,4,3,-52.158569,-52.158569,131.60141,131.60141,14.525833,NA,285.775,8,5,493.0206
222,Grain,1999,45.08,-73.38,80000,1999-04-30,1999-09-22,6.4,NA,3.7,935,51.6,Silty clay loam,29.3,8.2,Richelieu,none,MAP DAP,0,27,NA,NA,NA,11.625,11.397,NA,NA,NA,704,734,NA,NA,NA,37,33.5,NA,NA,NA,30.3,33.1,NA,NA,146,455.47,455.47,0.70764224,322.30981,55,45,26,14,-31.956587,-31.956587,669.38148,669.38148,19.227055,NA,2077.15,41,39,3326.6256,4,4,62.96,62.96,0.56022746,35.271921,10,7,4,3,-52.158569,-52.158569,131.60141,131.60141,14.525833,NA,285.775,8,5,493.0206
223,Grain,1999,45.08,-73.38,80000,1999-04-30,1999-09-22,6.4,NA,3.7,935,51.6,Silty clay loam,29.3,8.2,Richelieu,none,DAP OM,0,NA,52,NA,NA,11.625,NA,11.28,NA,NA,704,NA,729,NA,NA,37,NA,35.3,NA,NA,30.3,NA,30.9,NA,146,455.47,455.47,0.70764224,322.30981,55,45,26,14,-31.956587,-31.956587,669.38148,669.38148,19.227055,NA,2077.15,41,39,3326.6256,4,4,62.96,62.96,0.56022746,35.271921,10,7,4,3,-52.158569,-52.158569,131.60141,131.60141,14.525833,NA,285.775,8,5,493.0206
224,Grain,1999,45.08,-73.38,80000,1999-04-30,1999-09-22,6.4,NA,3.7,935,51.6,Silty clay loam,29.3,8.2,Richelieu,none,DAP OM,0,23,53,NA,NA,11.625,11.162,11.3,NA,NA,704,725,733,NA,NA,37,36.4,34.4,NA,NA,30.3,31.5,32.3,NA,146,455.47,455.47,0.70764224,322.30981,55,45,26,14,-31.956587,-31.956587,669.38148,669.38148,19.227055,NA,2077.15,41,39,3326.6256,4,4,62.96,62.96,0.56022746,35.271921,10,7,4,3,-52.158569,-52.158569,131.60141,131.60141,14.525833,NA,285.775,8,5,493.0206
225,Grain,1999,45.08,-73.38,80000,1999-04-30,1999-09-22,6.4,NA,3.7,935,51.6,Silty clay loam,29.3,8.2,Richelieu,none,DAP OM,0,23,NA,NA,NA,11.625,10.727,NA,NA,NA,704,728,NA,NA,NA,37,34.1,NA,NA,NA,30.3,32.5,NA,NA,146,455.47,455.47,0.70764224,322.30981,55,45,26,14,-31.956587,-31.956587,669.38148,669.38148,19.227055,NA,2077.15,41,39,3326.6256,4,4,62.96,62.96,0.56022746,35.271921,10,7,4,3,-52.158569,-52.158569,131.60141,131.60141,14.525833,NA,285.775,8,5,493.0206
226,Grain,1999,46.23,-72.66,68000,1999-05-14,1999-10-08,5.3,NA,1.9,1008,35.3,Loam,8.2,35.2,Dupas,none,DAP,0,36,97,NA,NA,8.017,9.437,9.923,NA,NA,772,769,767,NA,NA,37,31.2,30.5,NA,NA,90.2,134.5,139.8,NA,148,522.06,522.06,0.74199276,387.36474,55,50,33,23,-12.303454,-12.303454,595.30281,595.30281,18.073041,NA,1936.21,40,39,3135.651,5,5,111.83,111.83,0.62432364,69.818112,11,9,7,5,-18.519649,-18.519649,137.24781,137.24781,16.85,NA,355.5,8,6,581.79737
227,Grain,1999,46.23,-72.66,68000,1999-05-14,1999-10-08,5.3,NA,1.9,1008,35.3,Loam,8.2,35.2,Dupas,none,MAP DAP,0,46,NA,NA,NA,8.017,9.309,NA,NA,NA,772,770,NA,NA,NA,37,32.6,NA,NA,NA,90.2,131.3,NA,NA,148,522.06,522.06,0.74199276,387.36474,55,50,33,23,-12.303454,-12.303454,595.30281,595.30281,18.073041,NA,1936.21,40,39,3135.651,5,5,111.83,111.83,0.62432364,69.818112,11,9,7,5,-18.519649,-18.519649,137.24781,137.24781,16.85,NA,355.5,8,6,581.79737
228,Grain,1999,46.23,-72.66,68000,1999-05-14,1999-10-08,5.3,NA,1.9,1008,35.3,Loam,8.2,35.2,Dupas,none,DAP OM,0,NA,99,NA,NA,8.017,NA,10.551,NA,NA,772,NA,774,NA,NA,37,NA,29.4,NA,NA,90.2,NA,139.7,NA,148,522.06,522.06,0.74199276,387.36474,55,50,33,23,-12.303454,-12.303454,595.30281,595.30281,18.073041,NA,1936.21,40,39,3135.651,5,5,111.83,111.83,0.62432364,69.818112,11,9,7,5,-18.519649,-18.519649,137.24781,137.24781,16.85,NA,355.5,8,6,581.79737
229,Grain,1999,46.23,-72.66,68000,1999-05-14,1999-10-08,5.3,NA,1.9,1008,35.3,Loam,8.2,35.2,Dupas,none,DAP OM,0,41,94,NA,NA,8.017,9.684,9.599,NA,NA,772,775,773,NA,NA,37,31.4,29,NA,NA,90.2,134.9,141.8,NA,148,522.06,522.06,0.74199276,387.36474,55,50,33,23,-12.303454,-12.303454,595.30281,595.30281,18.073041,NA,1936.21,40,39,3135.651,5,5,111.83,111.83,0.62432364,69.818112,11,9,7,5,-18.519649,-18.519649,137.24781,137.24781,16.85,NA,355.5,8,6,581.79737
230,Grain,1999,46.23,-72.66,68000,1999-05-14,1999-10-08,5.3,NA,1.9,1008,35.3,Loam,8.2,35.2,Dupas,none,DAP OM,0,47,NA,NA,NA,8.017,9.691,NA,NA,NA,772,762,NA,NA,NA,37,30.3,NA,NA,NA,90.2,137.9,NA,NA,148,522.06,522.06,0.74199276,387.36474,55,50,33,23,-12.303454,-12.303454,595.30281,595.30281,18.073041,NA,1936.21,40,39,3135.651,5,5,111.83,111.83,0.62432364,69.818112,11,9,7,5,-18.519649,-18.519649,137.24781,137.24781,16.85,NA,355.5,8,6,581.79737
231,Grain,2000,46.37,-72.68,83980,2000-05-17,2000-10-07,5.7,6.8,5.5,1259.2,178,Silty clay loam,28.4,19.1,Saint-Laurent,none,DAP,0,37,53,NA,NA,3.677,4.088,3.269,NA,NA,575,586,557,NA,NA,38.6,34.8,37.7,NA,NA,27.5,28.4,33.6,NA,144,459.9,459.9,0.73600798,338.49007,57,43,31,16,-9.7219208,-9.7219208,509.42599,509.42599,15.949653,NA,1577.835,47,37,2650.3154,5,5,86.81,86.81,0.5672001,49.238641,9,7,6,3,-17.793838,-17.793838,105.60036,105.60036,12.234333,NA,217.03,7,5,375.94081
232,Grain,2000,46.37,-72.68,83980,2000-05-17,2000-10-07,5.7,6.8,5.5,1259.2,178,Silty clay loam,28.4,19.1,Saint-Laurent,none,DAP OM,0,26,50,NA,NA,3.677,2.239,3.1,NA,NA,575,573,578,NA,NA,38.6,40.5,40.4,NA,NA,27.5,31.4,33.9,NA,144,459.9,459.9,0.73600798,338.49007,57,43,31,16,-9.7219208,-9.7219208,509.42599,509.42599,15.949653,NA,1577.835,47,37,2650.3154,5,5,86.81,86.81,0.5672001,49.238641,9,7,6,3,-17.793838,-17.793838,105.60036,105.60036,12.234333,NA,217.03,7,5,375.94081
233,Grain,2000,46.37,-72.68,83980,2000-05-17,2000-10-07,5.7,6.8,5.5,1259.2,178,Silty clay loam,28.4,19.1,Saint-Laurent,none,DAP OM,0,14,25,44,NA,3.677,2.588,4.952,5.302,NA,575,537,599,608,NA,38.6,44.4,33.9,32.8,NA,27.5,29.3,30.2,NA,144,459.9,459.9,0.73600798,338.49007,57,43,31,16,-9.7219208,-9.7219208,509.42599,509.42599,15.949653,NA,1577.835,47,37,2650.3154,5,5,86.81,86.81,0.5672001,49.238641,9,7,6,3,-17.793838,-17.793838,105.60036,105.60036,12.234333,NA,217.03,7,5,375.94081
234,Grain,2000,45.57,-72.92,66135,2000-05-21,2000-10-09,6.8,7.3,4.6,1385.6,111.7,Loam,8,45.9,Des Saults,none,DAP,0,26,77,NA,NA,5.612,5.618,4.718,NA,NA,634,613,625,NA,NA,38.2,36.9,47.5,NA,NA,35.7,34.4,35.3,33,142,419,419,0.79453662,332.91084,66,54,30,12,-17.071581,-17.071581,505.25502,505.25502,16.567887,NA,1644.05,54,41,2748.693,4,4,74.72,74.72,0.66532274,49.712915,12,9,5,2,-33.157385,-33.157385,111.78498,111.78498,14.460333,NA,283.81,10,4,485.17049
235,Grain,2000,45.57,-72.92,66135,2000-05-21,2000-10-09,6.8,7.3,4.6,1385.6,111.7,Loam,8,45.9,Des Saults,none,DAP OM,0,36,71,NA,NA,5.612,5.977,6.349,NA,NA,634,616,630,NA,NA,38.2,38,37.6,NA,NA,35.7,36.4,34,NA,142,419,419,0.79453662,332.91084,66,54,30,12,-17.071581,-17.071581,505.25502,505.25502,16.567887,NA,1644.05,54,41,2748.693,4,4,74.72,74.72,0.66532274,49.712915,12,9,5,2,-33.157385,-33.157385,111.78498,111.78498,14.460333,NA,283.81,10,4,485.17049
236,Grain,2000,45.57,-72.92,66135,2000-05-21,2000-10-09,6.8,7.3,4.6,1385.6,111.7,Loam,8,45.9,Des Saults,none,DAP OM,0,20,35,64,NA,5.612,5.282,5.311,5.729,NA,634,615,622,639,NA,38.2,40.9,38.1,37.1,NA,35.7,30.8,35.6,32.2,142,419,419,0.79453662,332.91084,66,54,30,12,-17.071581,-17.071581,505.25502,505.25502,16.567887,NA,1644.05,54,41,2748.693,4,4,74.72,74.72,0.66532274,49.712915,12,9,5,2,-33.157385,-33.157385,111.78498,111.78498,14.460333,NA,283.81,10,4,485.17049
237,Grain,2000,46.47,-72.33,74861,2000-05-20,2000-10-07,5,6.7,6.5,1332.6,45.1,Silty loam,7.1,31.2,Batiscan,none,DAP,0,32,61,NA,NA,5.111,4.743,5.681,NA,NA,557,586,592,NA,NA,47.6,45.9,43.2,NA,NA,62.7,58,70.1,NA,141,436.44,436.44,0.74796719,326.4428,57,44,30,16,-14.942186,-14.942186,513.10982,513.10982,15.910674,NA,1540.35,50,35,2580.7693,5,5,68.69,68.69,0.58259111,40.018183,10,6,5,3,-38.574722,-38.574722,111.82693,111.82693,13.1865,NA,245.595,9,5,422.3385
238,Grain,2000,46.47,-72.33,74861,2000-05-20,2000-10-07,5,6.7,6.5,1332.6,45.1,Silty loam,7.1,31.2,Batiscan,none,DAP OM,0,31,59,NA,NA,5.111,6.059,4.811,NA,NA,557,591,554,NA,NA,47.6,43.3,48.8,NA,NA,62.7,68.4,66.2,NA,141,436.44,436.44,0.74796719,326.4428,57,44,30,16,-14.942186,-14.942186,513.10982,513.10982,15.910674,NA,1540.35,50,35,2580.7693,5,5,68.69,68.69,0.58259111,40.018183,10,6,5,3,-38.574722,-38.574722,111.82693,111.82693,13.1865,NA,245.595,9,5,422.3385
239,Grain,2000,46.47,-72.33,74861,2000-05-20,2000-10-07,5,6.7,6.5,1332.6,45.1,Silty loam,7.1,31.2,Batiscan,none,DAP OM,0,17,28,57,NA,5.111,6.366,4.848,5.779,NA,557,592,553,589,NA,47.6,44.2,50,44.8,NA,62.7,65.7,59.2,60.2,141,436.44,436.44,0.74796719,326.4428,57,44,30,16,-14.942186,-14.942186,513.10982,513.10982,15.910674,NA,1540.35,50,35,2580.7693,5,5,68.69,68.69,0.58259111,40.018183,10,6,5,3,-38.574722,-38.574722,111.82693,111.82693,13.1865,NA,245.595,9,5,422.3385
240,Grain,2000,45.57,-72.92,65085,2000-05-04,2000-10-09,6.9,7.5,3.5,624,262.4,Loam,16.3,42.9,Saint-Urbain,none,DAP,0,34,66,NA,NA,7.228,6.054,5.496,NA,NA,632,639,637,NA,NA,37.2,35.9,35.3,NA,NA,37.4,47.1,49,NA,159,516.15,516.15,0.78860905,407.04056,75,61,34,16,-10.03212,-10.03212,573.70475,573.70475,16.411855,NA,1815.73,55,43,3031.8919,5,5,133.73,133.73,0.68700973,91.873811,14,13,8,5,24.531919,24.531919,107.38612,107.38612,13.497833,NA,254.935,9,5,437.34796
241,Grain,2000,45.57,-72.92,65085,2000-05-04,2000-10-09,6.9,7.5,3.5,624,262.4,Loam,16.3,42.9,Saint-Urbain,none,DAP OM,0,33,62,NA,NA,7.228,7.069,5.063,NA,NA,632,640,623,NA,NA,37.2,34.6,35.6,NA,NA,37.4,45.9,43,NA,159,516.15,516.15,0.78860905,407.04056,75,61,34,16,-10.03212,-10.03212,573.70475,573.70475,16.411855,NA,1815.73,55,43,3031.8919,5,5,133.73,133.73,0.68700973,91.873811,14,13,8,5,24.531919,24.531919,107.38612,107.38612,13.497833,NA,254.935,9,5,437.34796
242,Grain,2000,45.57,-72.92,65085,2000-05-04,2000-10-09,6.9,7.5,3.5,624,262.4,Loam,16.3,42.9,Saint-Urbain,none,DAP OM,0,19,30,53,NA,7.228,7.858,6.924,7.028,NA,632,634,628,622,NA,37.2,34.7,34.1,35.1,NA,37.4,44,37.7,48.3,159,516.15,516.15,0.78860905,407.04056,75,61,34,16,-10.03212,-10.03212,573.70475,573.70475,16.411855,NA,1815.73,55,43,3031.8919,5,5,133.73,133.73,0.68700973,91.873811,14,13,8,5,24.531919,24.531919,107.38612,107.38612,13.497833,NA,254.935,9,5,437.34796
243,Grain,2000,45.67,-73.3,75238,2000-05-22,2000-10-09,5.8,6.9,3.6,856.9,62.8,Clay loam,38.3,39,Providence,none,DAP,0,38,77,NA,NA,8.897,9.671,8.153,NA,NA,613,614,610,NA,NA,40,40.1,41.9,NA,NA,30.9,40.5,39.1,NA,141,428.95,428.95,0.76645009,328.76876,66,45,25,15,-16.400389,-16.400389,513.10047,513.10047,16.856206,NA,1672.905,47,36,2782.2766,5,5,88.89,88.89,0.63955614,56.850146,15,7,4,3,-21.206368,-21.206368,112.81368,112.81368,14.813167,NA,294.395,9,4,500.2492
244,Grain,2000,45.67,-73.3,75238,2000-05-22,2000-10-09,5.8,6.9,3.6,856.9,62.8,Clay loam,38.3,39,Providence,none,DAP OM,0,37,71,NA,NA,8.897,9.031,8.681,NA,NA,613,611,607,NA,NA,40,40,38.1,NA,NA,30.9,41.5,42.1,NA,141,428.95,428.95,0.76645009,328.76876,66,45,25,15,-16.400389,-16.400389,513.10047,513.10047,16.856206,NA,1672.905,47,36,2782.2766,5,5,88.89,88.89,0.63955614,56.850146,15,7,4,3,-21.206368,-21.206368,112.81368,112.81368,14.813167,NA,294.395,9,4,500.2492
245,Grain,2000,45.67,-73.3,75238,2000-05-22,2000-10-09,5.8,6.9,3.6,856.9,62.8,Clay loam,38.3,39,Providence,none,DAP OM,0,20,36,69,NA,8.897,7.873,8.103,9.446,NA,613,610,603,606,NA,40,42.7,39.8,39.7,NA,30.9,38.9,37.3,40.4,141,428.95,428.95,0.76645009,328.76876,66,45,25,15,-16.400389,-16.400389,513.10047,513.10047,16.856206,NA,1672.905,47,36,2782.2766,5,5,88.89,88.89,0.63955614,56.850146,15,7,4,3,-21.206368,-21.206368,112.81368,112.81368,14.813167,NA,294.395,9,4,500.2492
246,Grain,2000,45.08,-73.38,77588,2000-05-16,2000-10-14,5.4,6.9,5.4,872.7,36,Silty loam,24.5,22.4,Richelieu,none,PBA,0,54,110,NA,NA,8.998,9.362,10.186,NA,NA,624,620,616,NA,NA,36.7,37.4,37,NA,NA,40.6,45.2,44.7,NA,152,406.29,406.29,0.79959784,324.8686,73,53,29,12,-24.254215,-24.254215,536.38628,536.38628,16.52102,NA,1754.515,54,45,2937.0028,4,4,89.5,89.5,0.71081945,63.618341,15,12,5,3,-15.003779,-15.003779,105.2988,105.2988,13.458667,NA,253.76,9,7,439.17231
247,Grain,2000,45.08,-73.38,77588,2000-05-16,2000-10-14,5.4,6.9,5.4,872.7,36,Silty loam,24.5,22.4,Richelieu,none,DAP,0,55,110,NA,NA,8.998,9.087,9.794,NA,NA,624,619,632,NA,NA,36.7,37.1,34,NA,NA,40.6,45.6,46.1,NA,152,406.29,406.29,0.79959784,324.8686,73,53,29,12,-24.254215,-24.254215,536.38628,536.38628,16.52102,NA,1754.515,54,45,2937.0028,4,4,89.5,89.5,0.71081945,63.618341,15,12,5,3,-15.003779,-15.003779,105.2988,105.2988,13.458667,NA,253.76,9,7,439.17231
248,Grain,2000,45.08,-73.38,77588,2000-05-16,2000-10-14,5.4,6.9,5.4,872.7,36,Silty loam,24.5,22.4,Richelieu,none,DAP OM,0,29,52,105,NA,8.998,8.622,9.285,10.217,NA,624,627,616,621,NA,36.7,39,38.4,35,NA,40.6,40.5,41.2,48.1,152,406.29,406.29,0.79959784,324.8686,73,53,29,12,-24.254215,-24.254215,536.38628,536.38628,16.52102,NA,1754.515,54,45,2937.0028,4,4,89.5,89.5,0.71081945,63.618341,15,12,5,3,-15.003779,-15.003779,105.2988,105.2988,13.458667,NA,253.76,9,7,439.17231
249,Grain,2000,45.4,-73.13,76071,2000-05-04,2000-10-09,6.5,7.3,2.3,746.4,56.7,Silty clay loam,32.4,17.3,Providence,none,DAP,0,33,62,NA,NA,7.833,9.632,8.594,NA,NA,632,644,635,NA,NA,36.1,34.4,32.7,NA,NA,30.1,37.7,41.1,NA,159,514.35,514.35,0.79087629,406.78722,77,64,34,17,-9.2958569,-9.2958569,567.0634,567.0634,16.531541,NA,1834.59,56,45,3063.2559,5,5,135.17,135.17,0.68854727,93.070935,14,13,8,5,27.574636,27.574636,105.95366,105.95366,13.5655,NA,256.965,10,5,440.50849
250,Grain,2000,45.4,-73.13,76071,2000-05-04,2000-10-09,6.5,7.3,2.3,746.4,56.7,Silty clay loam,32.4,17.3,Providence,none,DAP OM,0,30,60,NA,NA,7.833,8.341,8.501,NA,NA,632,622,636,NA,NA,36.1,35.3,34.1,NA,NA,30.1,32.3,40.1,NA,159,514.35,514.35,0.79087629,406.78722,77,64,34,17,-9.2958569,-9.2958569,567.0634,567.0634,16.531541,NA,1834.59,56,45,3063.2559,5,5,135.17,135.17,0.68854727,93.070935,14,13,8,5,27.574636,27.574636,105.95366,105.95366,13.5655,NA,256.965,10,5,440.50849
251,Grain,2000,45.4,-73.13,76071,2000-05-04,2000-10-09,6.5,7.3,2.3,746.4,56.7,Silty clay loam,32.4,17.3,Providence,none,DAP OM,0,17,30,62,NA,7.833,8.347,8.35,9.044,NA,632,632,633,629,NA,36.1,35.2,35.3,34.6,NA,30.1,32.9,31.1,35.8,159,514.35,514.35,0.79087629,406.78722,77,64,34,17,-9.2958569,-9.2958569,567.0634,567.0634,16.531541,NA,1834.59,56,45,3063.2559,5,5,135.17,135.17,0.68854727,93.070935,14,13,8,5,27.574636,27.574636,105.95366,105.95366,13.5655,NA,256.965,10,5,440.50849
252,Grain,2000,45.22,-73.85,73738,2000-05-04,2000-10-14,6.2,7.1,3.9,792,87.7,Clay,45.9,15.2,Rideau,none,DAP,0,32,60,NA,NA,9.014,9.891,9.942,NA,NA,606,612,605,NA,NA,37.3,34.5,35.6,NA,NA,39.1,45.5,50.5,NA,164,506.22,506.22,0.78867629,399.24371,77,59,31,15,-10.249165,-10.249165,564.02818,564.02818,16.303963,NA,1857.24,59,45,3108.0479,5,5,144.14,144.14,0.68673268,98.985648,15,13,7,6,38.278798,38.278798,104.23868,104.23868,13.636833,NA,259.105,10,5,442.46824
