ID,Annee,LongSC,pcpCum,SDI,AWDR,nbPcp1,nbPcp2,nbPcp5,nbPcp10,IhBR,IhKcBR,etpBRcum,etpKcBRcum,tMean,DJCm,DJCb,nb3po3j,nb4po7j,UTMc,cClim,cClimKc,PcpCum_.30,SDI_.30,AWDR_.30,NbPcp1_.30,NbPcp2_.30,NbPcp5_.30,NbPcp10_.30,IhBR_.30,IhKcBR_.30,EtpBRcum_.30,EtpKcBRcum_.30,Tmean_.30,DJCm_.30,DJCb_.30,Nb3po3j_.30,Nb4po7j_.30,UTMc_.30
1,1994,139,532.99,0.80373719,428.38389,72,56,37,18,10.933846,454.66923,480.45752,96.091503,16.161691,NA,1552.02,55,42,2575.2286,5,5,138.5,0.68820967,95.317039,16,13,7,5,4.3778299,4.3778299,132.69101,132.69101,15.664667,NA,319.94,12,8,520.33989
2,1994,162,565.67,0.79868652,451.793,76,61,39,20,11.611608,458.05804,506.82004,101.36401,14.977623,NA,1623.32,56,50,2704.9451,5,5,130.69,0.6808734,88.983345,16,12,6,4,6.2878086,6.2878086,122.9586,122.9586,13.672333,NA,260.17,12,10,431.6528
3,1994,138,408.3,0.75652393,308.88872,60,45,30,12,-22.38715,288.06425,526.07268,105.21454,17.202174,NA,1683.9,43,39,2772.3158,4,4,105.94,0.61583303,65.241351,13,10,6,4,-24.551758,-24.551758,140.41414,140.41414,17.241833,NA,367.255,8,4,588.36849
4,1995,158,443.37,0.69022848,306.0266,51,39,24,14,-27.870176,260.64912,614.68332,122.93666,17.472089,NA,1970.59,41,33,3200.2541,4,4,72.75,0.61571252,44.793086,12,7,5,2,-44.314048,-44.314048,130.64336,130.64336,16.055667,NA,331.67,9,4,556.4381
5,1995,136,364.29,0.71367298,259.98393,48,37,25,12,-35.605925,221.97037,565.71975,113.14395,18.266801,NA,1804.285,38,31,2910.4907,4,4,57.43,0.60035242,34.478239,10,7,5,3,-63.092974,-63.092974,155.60723,155.60723,19.0055,NA,420.165,6,2,671.1461
6,1995,174,673.61,0.74388308,501.08708,65,52,38,24,5.3783524,426.89176,639.22996,127.84599,15.470948,NA,1825.015,53,42,3016.4154,1,1,138.25,0.66260669,91.605375,13,12,6,4,26.582879,26.582879,109.21698,109.21698,12.0505,NA,214.575,10,8,373.91987
7,1995,133,382.43,0.67373781,257.65755,43,32,20,13,-30.244867,248.77567,548.24639,109.64928,18.386316,NA,1780.38,34,28,2874.915,4,4,38.83,0.42461703,16.487879,7,4,2,1,-75.144508,-75.144508,156.22302,156.22302,19.638667,NA,439.16,5,2,700.58958
8,1995,175,502.45,0.73047324,367.02628,64,49,32,16,-24.259561,278.7022,663.38406,132.67681,16.886343,NA,2080.48,55,45,3372.4805,5,5,95.85,0.68367847,65.530581,15,10,7,4,-15.346831,-15.346831,113.22671,113.22671,13.765167,NA,263.325,12,8,443.26121
9,1996,153,455.62,0.77235287,351.89941,64,50,36,16,-23.06332,284.6834,592.20128,118.44026,17.320588,NA,1888.08,45,42,3117.7682,4,4,95.2,0.61111796,58.17843,10,9,7,5,-21.525617,-21.525617,121.31347,121.31347,14.102667,NA,273.765,6,5,459.23892
10,1996,173,573.38,0.75438938,432.55178,73,57,35,20,-2.0678397,389.6608,585.48693,117.09739,16.470694,NA,1993.59,55,49,3304.0339,5,5,101.52,0.57286652,58.157409,10,8,6,4,-9.0297337,-9.0297337,111.5969,111.5969,13.186833,NA,247.03,6,5,414.92902
11,1996,172,638.64,0.77894442,497.46506,83,66,35,20,10.465016,452.32508,578.13779,115.62756,14.844099,NA,1713.935,62,52,2896.04,5,5,106.61,0.60506953,64.506462,11,9,6,5,-4.9186182,-4.9186182,112.125,112.125,11.312333,NA,193.55,7,5,348.14239
12,1996,160,601.89,0.7740838,465.9133,77,61,33,19,4.6907976,423.45399,574.92159,114.98432,15.45825,NA,1687.645,58,48,2853.4331,5,5,100.56,0.573544,57.675585,10,8,5,5,-8.3646198,-8.3646198,109.73927,109.73927,10.9495,NA,182.665,6,5,327.52107
13,1996,171,535.98,0.76082454,407.78674,73,58,32,19,-13.235541,333.8223,617.74142,123.54828,16.233947,NA,1931.37,52,44,3220.5236,1,1,136.19,0.63384256,86.323018,11,10,7,7,51.398271,51.398271,89.954792,89.954792,11.232,NA,190.735,7,4,328.79651
14,1996,159,468.79,0.77249232,362.13668,66,51,37,17,-22.284591,288.57705,603.2137,120.64274,17.024811,NA,1914.975,47,43,3163.3012,4,4,76.3,0.50718374,38.698119,7,6,5,4,-36.115631,-36.115631,119.43454,119.43454,13.191667,NA,246.435,5,3,417.42629
15,1994,148,463.3,0.77284952,358.06118,66,55,27,14,-12.311729,338.44135,528.34888,105.66978,16.831689,NA,1753.375,50,45,2904.6928,4,4,114.94,0.66670368,76.630921,14,12,7,3,-18.071915,-18.071915,140.29377,140.29377,17.434167,NA,373.025,11,7,597.17194
16,1994,160,440.02,0.75100882,330.4589,67,48,29,14,-18.296449,308.51775,538.55677,107.71135,16.677719,NA,1869.3,52,44,3096.7938,4,4,103.01,0.6263876,64.524187,14,10,5,3,-18.706001,-18.706001,126.71292,126.71292,15.3245,NA,309.735,10,6,513.55104
17,1994,169,504.67,0.75765157,382.36402,70,61,26,12,-13.258816,333.70592,581.81129,116.36226,16.215562,NA,1897.475,53,51,3148.515,1,1,132.95,0.60558682,80.512768,14,11,4,3,13.809913,13.809913,116.81759,116.81759,13.464333,NA,253.93,9,7,426.01521
22,1991,139,328.68,0.7535778,247.68595,53,43,23,11,-43.251993,183.74003,579.19215,115.83843,18.442194,NA,1868.825,41,35,3017.8297,4,4,61.27,0.51677626,31.662882,8,8,3,2,-57.043792,-57.043792,142.63363,142.63363,18.494333,NA,404.83,8,4,666.94036
23,1991,134,436.27,0.75002132,327.2118,51,45,28,17,-19.006913,304.96544,538.65091,107.73018,17.861679,NA,1726.14,39,35,2803.2968,4,4,89.53,0.56028413,50.162238,9,7,5,4,-36.37235,-36.37235,140.70927,140.70927,17.9825,NA,389.475,5,5,642.36183
110,2001,155,416.12,0.73095456,304.16481,55,44,26,15,-36.543778,217.28111,655.75918,131.15184,18.281097,NA,2058.57,41,34,3340.2767,4,4,78.91,0.64782074,51.119534,11,10,6,3,-36.689046,-36.689046,124.63878,124.63878,14.892667,NA,296.78,7,6,494.161
111,2001,155,416.12,0.73095456,304.16481,55,44,26,15,-36.543778,217.28111,655.75918,131.15184,18.281097,NA,2058.57,41,34,3340.2767,4,4,78.91,0.64782074,51.119534,11,10,6,3,-36.689046,-36.689046,124.63878,124.63878,14.892667,NA,296.78,7,6,494.161
112,2001,154,434.19,0.74884436,325.14073,57,47,33,15,-32.651814,236.74093,644.69443,128.93889,17.945162,NA,1993.555,44,37,3242.8265,4,4,76.99,0.68009182,52.360269,12,11,5,3,-38.042969,-38.042969,124.26354,124.26354,14.526,NA,285.78,8,6,483.65287
113,2001,154,434.19,0.74884436,325.14073,57,47,33,15,-32.651814,236.74093,644.69443,128.93889,17.945162,NA,1993.555,44,37,3242.8265,4,4,76.99,0.68009182,52.360269,12,11,5,3,-38.042969,-38.042969,124.26354,124.26354,14.526,NA,285.78,8,6,483.65287
114,2001,152,442.45,0.79400573,351.30783,71,60,31,15,-25.825265,270.87367,596.49691,119.29938,15.244638,NA,1557.875,50,50,2592.489,4,4,57.31,0.7009286,40.170218,12,10,6,1,-54.780142,-54.780142,126.73635,126.73635,12.258333,NA,218.44,10,8,382.57529
115,2001,152,531.02,0.79899777,424.2838,78,60,32,19,1.0812443,405.40622,525.33979,105.06796,13.991217,NA,1370.345,55,53,2307.5971,4,4,59.97,0.67349922,40.389748,11,10,5,1,-48.855791,-48.855791,117.25668,117.25668,11.454667,NA,195.735,9,8,341.69534
116,2001,152,440.96,0.73487974,324.05257,55,45,26,18,-30.315793,248.42103,632.79762,126.55952,18.250757,NA,2014.115,44,35,3262.7051,4,4,77.65,0.6607009,51.303425,12,11,4,3,-35.568606,-35.568606,120.51578,120.51578,14.971667,NA,299.15,9,6,501.03576
117,2001,152,440.96,0.73487974,324.05257,55,45,26,18,-30.315793,248.42103,632.79762,126.55952,18.250757,NA,2014.115,44,35,3262.7051,4,4,77.65,0.6607009,51.303425,12,11,4,3,-35.568606,-35.568606,120.51578,120.51578,14.971667,NA,299.15,9,6,501.03576
118,2001,154,537.73,0.74479792,400.50018,67,57,31,12,-0.76015233,396.19924,541.84888,108.36978,16.532857,NA,1776.23,48,46,2904.635,5,5,118.99,0.63204729,75.207307,13,13,8,1,-4.8480926,-4.8480926,125.05267,125.05267,15.017333,NA,300.52,8,8,493.21458
119,2001,154,537.73,0.74479792,400.50018,67,57,31,12,-0.76015233,396.19924,541.84888,108.36978,16.532857,NA,1776.23,48,46,2904.635,5,5,118.99,0.63204729,75.207307,13,13,8,1,-4.8480926,-4.8480926,125.05267,125.05267,15.017333,NA,300.52,8,8,493.21458
120,2001,153,523.59,0.73893495,386.89895,66,52,30,13,-1.3869547,393.06523,530.95409,106.19082,16.572778,NA,1770.635,48,42,2893.4929,5,5,108.86,0.64186629,69.873565,14,13,8,2,-11.617845,-11.617845,123.16966,123.16966,15.147167,NA,304.415,9,9,503.06684
121,2001,153,523.59,0.73893495,386.89895,66,52,30,13,-1.3869547,393.06523,530.95409,106.19082,16.572778,NA,1770.635,48,42,2893.4929,5,5,108.86,0.64186629,69.873565,14,13,8,2,-11.617845,-11.617845,123.16966,123.16966,15.147167,NA,304.415,9,9,503.06684
122,2001,147,468.32,0.77397257,362.46683,69,59,29,14,-18.184345,309.07827,572.40879,114.48176,16.145544,NA,1642.455,49,51,2694.7732,4,4,78.4,0.67857358,53.200169,12,9,8,2,-46.115391,-46.115391,145.49609,145.49609,15.550167,NA,316.505,8,7,509.00178
123,2001,147,468.32,0.77397257,362.46683,69,59,29,14,-18.184345,309.07827,572.40879,114.48176,16.145544,NA,1642.455,49,51,2694.7732,4,4,78.4,0.67857358,53.200169,12,9,8,2,-46.115391,-46.115391,145.49609,145.49609,15.550167,NA,316.505,8,7,509.00178
124,2002,157,438.92,0.67088392,294.46437,47,38,22,15,-27.021711,264.89144,601.43915,120.28783,17.646752,NA,1996.64,38,34,3210.373,1,1,178.67,0.64505382,115.25177,15,13,7,5,49.791119,49.791119,119.27943,119.27943,15.262833,NA,307.885,10,10,524.65096
125,2002,157,438.92,0.67088392,294.46437,47,38,22,15,-27.021711,264.89144,601.43915,120.28783,17.646752,NA,1996.64,38,34,3210.373,1,1,178.67,0.64505382,115.25177,15,13,7,5,49.791119,49.791119,119.27943,119.27943,15.262833,NA,307.885,10,10,524.65096
126,2002,173,500.2,0.68795416,344.11467,54,42,26,18,-22.167205,289.16398,642.65969,128.53194,16.917052,NA,2072.875,42,37,3332.5827,1,1,117.17,0.62930749,73.735959,12,8,7,5,17.047876,17.047876,100.10434,100.10434,12.272333,NA,218.295,8,7,363.53171
127,2002,173,500.2,0.68795416,344.11467,54,42,26,18,-22.167205,289.16398,642.65969,128.53194,16.917052,NA,2072.875,42,37,3332.5827,1,1,117.17,0.62930749,73.735959,12,8,7,5,17.047876,17.047876,100.10434,100.10434,12.272333,NA,218.295,8,7,363.53171
128,2002,164,489.75,0.68624214,336.08709,51,41,25,18,-21.45913,292.70435,623.56071,124.71214,17.376829,NA,2032.345,41,34,3264.8252,1,1,114.72,0.624761,71.672582,11,9,6,5,12.107077,12.107077,102.33074,102.33074,12.6295,NA,229.01,9,4,383.10169
129,2002,164,489.75,0.68624214,336.08709,51,41,25,18,-21.45913,292.70435,623.56071,124.71214,17.376829,NA,2032.345,41,34,3264.8252,1,1,114.72,0.624761,71.672582,11,9,6,5,12.107077,12.107077,102.33074,102.33074,12.6295,NA,229.01,9,4,383.10169
130,2002,183,552.21,0.70205625,387.68248,60,47,29,21,-17.563082,312.18459,669.85765,133.97153,16.27459,NA,2079.07,48,41,3351.1305,1,1,122.98,0.65480237,80.527596,13,9,7,6,91.772328,91.772328,64.128126,64.128126,7.6538333,NA,94.32,9,7,156.5131
131,2002,183,552.21,0.70205625,387.68248,60,47,29,21,-17.563082,312.18459,669.85765,133.97153,16.27459,NA,2079.07,48,41,3351.1305,1,1,122.98,0.65480237,80.527596,13,9,7,6,91.772328,91.772328,64.128126,64.128126,7.6538333,NA,94.32,9,7,156.5131
132,2002,163,480.93,0.68321081,328.57657,51,41,25,18,-23.130044,284.34978,625.64105,125.12821,17.344571,NA,2013.28,40,34,3234.4781,5,5,114.17,0.60086651,68.600929,11,9,6,5,8.4190542,8.4190542,105.30437,105.30437,12.880167,NA,236.405,8,4,396.46416
133,2002,163,480.93,0.68321081,328.57657,51,41,25,18,-23.130044,284.34978,625.64105,125.12821,17.344571,NA,2013.28,40,34,3234.4781,5,5,114.17,0.60086651,68.600929,11,9,6,5,8.4190542,8.4190542,105.30437,105.30437,12.880167,NA,236.405,8,4,396.46416
134,2002,166,453.98,0.69563861,315.80602,53,43,28,16,-22.864719,285.6764,588.5504,117.71008,15.727018,NA,1812.715,42,35,2962.5844,5,5,113.05,0.65005716,73.488962,13,10,7,4,9.2653183,9.2653183,103.46375,103.46375,11.893833,NA,208.32,8,4,355.52997
135,2002,166,453.98,0.69563861,315.80602,53,43,28,16,-22.864719,285.6764,588.5504,117.71008,15.727018,NA,1812.715,42,35,2962.5844,5,5,113.05,0.65005716,73.488962,13,10,7,4,9.2653183,9.2653183,103.46375,103.46375,11.893833,NA,208.32,8,4,355.52997
136,2002,147,388.86,0.68549925,266.56324,46,39,24,13,-28.412452,257.93774,543.19503,108.63901,17.217551,NA,1805.58,38,30,2946.1618,1,1,176.36,0.66520884,117.31623,16,14,8,5,48.123619,48.123619,119.06271,119.06271,15.3225,NA,309.675,10,7,521.99897
137,2002,147,388.86,0.68549925,266.56324,46,39,24,13,-28.412452,257.93774,543.19503,108.63901,17.217551,NA,1805.58,38,30,2946.1618,1,1,176.36,0.66520884,117.31623,16,14,8,5,48.123619,48.123619,119.06271,119.06271,15.3225,NA,309.675,10,7,521.99897
138,2002,145,388.18,0.68612812,266.34121,45,39,24,13,-28.836378,255.81811,545.47532,109.09506,16.621345,NA,1697.94,38,29,2779.4209,1,1,174.77,0.66690427,116.55486,15,14,8,5,37.630642,37.630642,126.9848,126.9848,15.0745,NA,302.235,10,7,508.21235
139,2002,145,388.18,0.68612812,266.34121,45,39,24,13,-28.836378,255.81811,545.47532,109.09506,16.621345,NA,1697.94,38,29,2779.4209,1,1,174.77,0.66690427,116.55486,15,14,8,5,37.630642,37.630642,126.9848,126.9848,15.0745,NA,302.235,10,7,508.21235
140,2003,158,511.18,0.71337273,364.66187,62,47,28,14,-9.6362909,351.81855,565.6917,113.13834,17.394937,NA,1971.365,48,34,3207.4704,1,1,146.76,0.57647876,84.604023,14,10,7,3,25.010349,25.010349,117.39828,117.39828,15.545167,NA,316.355,12,4,533.95969
141,2003,158,511.18,0.71337273,364.66187,62,47,28,14,-9.6362909,351.81855,565.6917,113.13834,17.394937,NA,1971.365,48,34,3207.4704,1,1,146.76,0.57647876,84.604023,14,10,7,3,25.010349,25.010349,117.39828,117.39828,15.545167,NA,316.355,12,4,533.95969
142,2003,158,511.18,0.71337273,364.66187,62,47,28,14,-9.6362909,351.81855,565.6917,113.13834,17.394937,NA,1971.365,48,34,3207.4704,1,1,146.76,0.57647876,84.604023,14,10,7,3,25.010349,25.010349,117.39828,117.39828,15.545167,NA,316.355,12,4,533.95969
143,2003,158,511.18,0.71337273,364.66187,62,47,28,14,-9.6362909,351.81855,565.6917,113.13834,17.394937,NA,1971.365,48,34,3207.4704,1,1,146.76,0.57647876,84.604023,14,10,7,3,25.010349,25.010349,117.39828,117.39828,15.545167,NA,316.355,12,4,533.95969
144,2003,158,511.18,0.71337273,364.66187,62,47,28,14,-9.6362909,351.81855,565.6917,113.13834,17.394937,NA,1971.365,48,34,3207.4704,1,1,146.76,0.57647876,84.604023,14,10,7,3,25.010349,25.010349,117.39828,117.39828,15.545167,NA,316.355,12,4,533.95969
145,2003,158,511.18,0.71337273,364.66187,62,47,28,14,-9.6362909,351.81855,565.6917,113.13834,17.394937,NA,1971.365,48,34,3207.4704,1,1,146.76,0.57647876,84.604023,14,10,7,3,25.010349,25.010349,117.39828,117.39828,15.545167,NA,316.355,12,4,533.95969
146,2003,147,411.92,0.75283864,310.10929,61,47,26,11,-27.23678,263.8161,566.11019,113.22204,18.267007,NA,1950.25,44,31,3178.2084,5,5,109.67,0.59012974,64.719529,14,9,5,2,-8.8994164,-8.8994164,120.38342,120.38342,15.764833,NA,322.945,11,3,550.43961
147,2003,147,411.92,0.75283864,310.10929,61,47,26,11,-27.23678,263.8161,566.11019,113.22204,18.267007,NA,1950.25,44,31,3178.2084,5,5,109.67,0.59012974,64.719529,14,9,5,2,-8.8994164,-8.8994164,120.38342,120.38342,15.764833,NA,322.945,11,3,550.43961
148,2003,147,411.92,0.75283864,310.10929,61,47,26,11,-27.23678,263.8161,566.11019,113.22204,18.267007,NA,1950.25,44,31,3178.2084,5,5,109.67,0.59012974,64.719529,14,9,5,2,-8.8994164,-8.8994164,120.38342,120.38342,15.764833,NA,322.945,11,3,550.43961
149,2003,148,429.55,0.7487795,321.63824,61,47,29,10,-24.663768,276.68116,570.17717,114.03543,18.176993,NA,1950.195,45,32,3173.9325,5,5,119.21,0.58227484,69.412984,14,11,7,2,-0.79730976,-0.79730976,120.16811,120.16811,15.704833,NA,321.145,11,4,547.85444
150,2003,148,429.55,0.7487795,321.63824,61,47,29,10,-24.663768,276.68116,570.17717,114.03543,18.176993,NA,1950.195,45,32,3173.9325,5,5,119.21,0.58227484,69.412984,14,11,7,2,-0.79730976,-0.79730976,120.16811,120.16811,15.704833,NA,321.145,11,4,547.85444
151,2003,148,429.55,0.7487795,321.63824,61,47,29,10,-24.663768,276.68116,570.17717,114.03543,18.176993,NA,1950.195,45,32,3173.9325,5,5,119.21,0.58227484,69.412984,14,11,7,2,-0.79730976,-0.79730976,120.16811,120.16811,15.704833,NA,321.145,11,4,547.85444
152,2003,148,409.45,0.75312158,308.36563,63,49,28,15,-25.591112,272.04444,550.27029,110.05406,17.979966,NA,1921.035,47,38,3137.9815,4,4,96.78,0.5866142,56.772522,13,10,6,4,-18.83937,-18.83937,119.24501,119.24501,15.531667,NA,315.95,11,5,538.38332
153,2003,148,409.45,0.75312158,308.36563,63,49,28,15,-25.591112,272.04444,550.27029,110.05406,17.979966,NA,1921.035,47,38,3137.9815,4,4,96.78,0.5866142,56.772522,13,10,6,4,-18.83937,-18.83937,119.24501,119.24501,15.531667,NA,315.95,11,5,538.38332
154,2003,148,409.45,0.75312158,308.36563,63,49,28,15,-25.591112,272.04444,550.27029,110.05406,17.979966,NA,1921.035,47,38,3137.9815,4,4,96.78,0.5866142,56.772522,13,10,6,4,-18.83937,-18.83937,119.24501,119.24501,15.531667,NA,315.95,11,5,538.38332
155,2003,149,425.88,0.72594284,309.16454,60,46,25,15,-20.778068,296.10966,537.57841,107.51568,17.797919,NA,1918.58,46,35,3113.8546,4,4,70.53,0.44411848,31.323677,9,7,3,2,-49.252074,-49.252074,138.98105,138.98105,17.883,NA,386.49,8,4,623.8792
156,2003,149,425.88,0.72594284,309.16454,60,46,25,15,-20.778068,296.10966,537.57841,107.51568,17.797919,NA,1918.58,46,35,3113.8546,4,4,70.53,0.44411848,31.323677,9,7,3,2,-49.252074,-49.252074,138.98105,138.98105,17.883,NA,386.49,8,4,623.8792
157,2003,149,425.88,0.72594284,309.16454,60,46,25,15,-20.778068,296.10966,537.57841,107.51568,17.797919,NA,1918.58,46,35,3113.8546,4,4,70.53,0.44411848,31.323677,9,7,3,2,-49.252074,-49.252074,138.98105,138.98105,17.883,NA,386.49,8,4,623.8792
158,2003,156,359.47,0.78493573,282.16085,69,51,23,9,-30.753468,246.23266,519.11625,103.82325,16.51484,NA,1814.225,54,34,2986.1368,4,4,64.33,0.73491522,47.277096,15,11,3,1,-45.948466,-45.948466,119.01605,119.01605,15.2085,NA,306.255,11,4,516.29992
159,2003,156,359.47,0.78493573,282.16085,69,51,23,9,-30.753468,246.23266,519.11625,103.82325,16.51484,NA,1814.225,54,34,2986.1368,4,4,64.33,0.73491522,47.277096,15,11,3,1,-45.948466,-45.948466,119.01605,119.01605,15.2085,NA,306.255,11,4,516.29992
160,2003,156,359.47,0.78493573,282.16085,69,51,23,9,-30.753468,246.23266,519.11625,103.82325,16.51484,NA,1814.225,54,34,2986.1368,4,4,64.33,0.73491522,47.277096,15,11,3,1,-45.948466,-45.948466,119.01605,119.01605,15.2085,NA,306.255,11,4,516.29992
161,2003,152,385.26,0.76979102,296.56969,66,48,25,12,-26.336793,268.31603,523.00194,104.60039,16.374967,NA,1749.245,52,37,2879.6416,4,4,60.19,0.66290981,39.900541,13,9,4,1,-56.073888,-56.073888,137.02556,137.02556,16.396833,NA,341.905,10,5,556.35647
162,2003,152,385.26,0.76979102,296.56969,66,48,25,12,-26.336793,268.31603,523.00194,104.60039,16.374967,NA,1749.245,52,37,2879.6416,4,4,60.19,0.66290981,39.900541,13,9,4,1,-56.073888,-56.073888,137.02556,137.02556,16.396833,NA,341.905,10,5,556.35647
163,2003,152,385.26,0.76979102,296.56969,66,48,25,12,-26.336793,268.31603,523.00194,104.60039,16.374967,NA,1749.245,52,37,2879.6416,4,4,60.19,0.66290981,39.900541,13,9,4,1,-56.073888,-56.073888,137.02556,137.02556,16.396833,NA,341.905,10,5,556.35647
164,2004,167,435.27,0.70620361,307.38925,57,42,28,13,-26.651644,266.74178,593.42843,118.68569,16.665838,NA,1950.645,46,37,3248.5118,4,4,84.8,0.67491027,57.232391,14,9,8,2,-30.880499,-30.880499,122.68607,122.68607,15.567333,NA,317.02,8,7,530.82797
165,2004,167,435.27,0.70620361,307.38925,57,42,28,13,-26.651644,266.74178,593.42843,118.68569,16.665838,NA,1950.645,46,37,3248.5118,4,4,84.8,0.67491027,57.232391,14,9,8,2,-30.880499,-30.880499,122.68607,122.68607,15.567333,NA,317.02,8,7,530.82797
166,1995,174,548.27,0.71054708,389.57165,59,48,31,18,-15.282902,323.58549,647.1775,129.4355,17.260402,NA,2133.46,50,42,3461.3049,5,5,107.71,0.66770074,71.918046,13,9,8,3,-2.6193448,-2.6193448,110.60718,110.60718,14.112833,NA,273.535,11,6,464.55269
167,1995,149,439.86,0.69315187,304.88978,51,38,23,14,-26.661909,266.69045,599.77018,119.95404,17.967987,NA,1932.23,40,33,3134.0392,4,4,64.34,0.63746324,41.014385,12,8,4,1,-53.750571,-53.750571,139.11523,139.11523,17.246667,NA,367.4,8,5,611.14947
168,1996,150,448.19,0.76593906,343.28623,64,54,29,15,-20.686284,296.56858,565.08511,113.01702,17.652233,NA,1901.65,45,43,3144.7079,1,1,130.12,0.68473634,89.097893,14,12,7,7,13.970039,13.970039,114.17036,114.17036,14.267,NA,278.97,7,8,467.54415
169,1996,132,385.53,0.7567548,291.75168,58,47,24,11,-22.915761,285.42119,500.14115,100.02823,17.807803,NA,1694.84,42,35,2813.1256,4,4,81.79,0.77643344,63.504491,16,14,6,2,-40.180065,-40.180065,136.72699,136.72699,18.512,NA,405.36,10,7,676.07401
208,1991,156,497.35,0.75328579,374.64669,58,50,31,21,-17.685349,311.57326,604.20593,120.84119,17.211154,NA,1907.49,45,40,3093.4817,4,4,59.26,0.45906704,27.204313,7,5,3,2,-58.452407,-58.452407,142.63161,142.63161,17.137,NA,364.11,5,3,596.5718
209,1991,156,352.26,0.73884069,260.26402,55,45,27,10,-44.510972,177.44514,634.82821,126.96564,17.896731,NA,2012.255,44,39,3259.0033,4,4,68.22,0.50132524,34.200408,9,7,3,2,-46.893275,-46.893275,128.45831,128.45831,16.0565,NA,331.695,8,7,553.35194
210,1999,147,498.67,0.72299892,360.53787,55,50,28,16,-20.860765,295.69618,630.11728,126.02346,18.883231,NA,2040.835,42,41,3270.1299,4,4,78.48,0.58315569,45.766059,9,7,6,3,-43.059453,-43.059453,137.82797,137.82797,16.822833,NA,354.685,8,6,576.10562
211,1999,147,498.67,0.72299892,360.53787,55,50,28,16,-20.860765,295.69618,630.11728,126.02346,18.883231,NA,2040.835,42,41,3270.1299,4,4,78.48,0.58315569,45.766059,9,7,6,3,-43.059453,-43.059453,137.82797,137.82797,16.822833,NA,354.685,8,6,576.10562
212,1999,143,559.58,0.71619457,400.76816,53,48,31,18,-8.6996327,356.50184,612.90005,122.58001,18.720734,NA,1962.065,40,36,3169.9846,4,4,94.71,0.63403334,60.049298,10,10,7,4,-27.598222,-27.598222,130.8117,130.8117,15.913333,NA,327.4,8,7,543.74538
213,1999,143,559.58,0.71619457,400.76816,53,48,31,18,-8.6996327,356.50184,612.90005,122.58001,18.720734,NA,1962.065,40,36,3169.9846,4,4,94.71,0.63403334,60.049298,10,10,7,4,-27.598222,-27.598222,130.8117,130.8117,15.913333,NA,327.4,8,7,543.74538
214,1999,142,485.97,0.7151099,347.52196,53,46,26,14,-22.232061,288.83969,624.89762,124.97952,19.141901,NA,2008.15,39,35,3216.725,4,4,77.97,0.59145566,46.115798,10,8,5,3,-41.726011,-41.726011,133.79898,133.79898,16.335167,NA,340.055,6,5,559.83868
215,1999,142,485.97,0.7151099,347.52196,53,46,26,14,-22.232061,288.83969,624.89762,124.97952,19.141901,NA,2008.15,39,35,3216.725,4,4,77.97,0.59145566,46.115798,10,8,5,3,-41.726011,-41.726011,133.79898,133.79898,16.335167,NA,340.055,6,5,559.83868
216,1999,143,554.75,0.7263529,402.94427,57,51,28,17,-7.2836317,363.58184,598.33017,119.66603,18.802902,NA,1973.815,43,40,3185.2665,4,4,106.59,0.645827,68.8387,11,11,6,5,-25.32331,-25.32331,142.7353,142.7353,17.996833,NA,389.905,8,8,632.79811
217,1999,143,554.75,0.7263529,402.94427,57,51,28,17,-7.2836317,363.58184,598.33017,119.66603,18.802902,NA,1973.815,43,40,3185.2665,4,4,106.59,0.645827,68.8387,11,11,6,5,-25.32331,-25.32331,142.7353,142.7353,17.996833,NA,389.905,8,8,632.79811
218,1999,143,542.31,0.72237673,391.75212,56,51,29,16,-11.355161,343.22419,611.77843,122.35569,18.911923,NA,1989.405,43,41,3199.6457,4,4,97.74,0.63623304,62.185418,11,11,7,4,-30.491695,-30.491695,140.61629,140.61629,17.673667,NA,380.21,8,8,618.82483
219,1999,143,542.31,0.72237673,391.75212,56,51,29,16,-11.355161,343.22419,611.77843,122.35569,18.911923,NA,1989.405,43,41,3199.6457,4,4,97.74,0.63623304,62.185418,11,11,7,4,-30.491695,-30.491695,140.61629,140.61629,17.673667,NA,380.21,8,8,618.82483
220,1999,149,492.67,0.7300996,359.69817,60,48,30,12,-27.5188,262.406,679.72109,135.94422,18.556779,NA,2019.96,50,38,3226.7008,4,4,60.82,0.57578334,35.019142,10,7,4,2,-57.098646,-57.098646,141.76709,141.76709,14.936167,NA,298.085,9,6,492.88702
221,1999,149,492.67,0.7300996,359.69817,60,48,30,12,-27.5188,262.406,679.72109,135.94422,18.556779,NA,2019.96,50,38,3226.7008,4,4,60.82,0.57578334,35.019142,10,7,4,2,-57.098646,-57.098646,141.76709,141.76709,14.936167,NA,298.085,9,6,492.88702
222,1999,144,569.66,0.77788182,443.12816,68,56,33,22,-8.771739,356.1413,624.43369,124.88674,14.869132,NA,1431.06,50,49,2415.1566,4,4,54.43,0.5745636,31.273497,9,7,5,2,-61.276293,-61.276293,140.55989,140.55989,10.426833,NA,172.71,7,7,343.46349
223,1999,144,500.43,0.80970405,405.2002,75,57,31,20,-10.160025,349.19987,557.02375,111.40475,13.972951,NA,1309.87,60,47,2243.169,4,4,62.61,0.64700405,40.508923,12,8,5,3,-48.06303,-48.06303,120.54997,120.54997,9.5016667,NA,152,9,7,299.35608
