ID,Annee,LongSC,pcpCum,SDI,AWDR,nbPcp1,nbPcp2,nbPcp5,nbPcp10,IhBR,IhKcBR,etpBRcum,etpKcBRcum,tMean,DJCm,DJCb,nb3po3j,nb4po7j,UTMc,cClim,cClimKc,PcpCum_.30,SDI_.30,AWDR_.30,NbPcp1_.30,NbPcp2_.30,NbPcp5_.30,NbPcp10_.30,IhBR_.30,IhKcBR_.30,EtpBRcum_.30,EtpKcBRcum_.30,Tmean_.30,DJCm_.30,DJCb_.30,Nb3po3j_.30,Nb4po7j_.30,UTMc_.30
343,1998,157,418.61,0.7400573,309.79539,54,44,30,15,-32.192856,239.03572,617.35383,123.47077,17.601592,NA,1979.03,45,40,3273.8668,4,4,54.42,0.58198808,31.671791,9,7,5,2,-59.891858,-59.891858,135.68317,135.68317,16.278,NA,338.34,5,5,558.2296
344,1998,163,453.96,0.76320729,346.46558,61,52,35,14,-31.73339,241.33305,664.98102,132.9962,17.064693,NA,1966.995,50,40,3240.5817,4,4,43.86,0.62194192,27.278373,8,6,5,0,-69.372653,-69.372653,143.20535,143.20535,16.276,NA,338.28,5,1,554.10337
345,1998,160,418.24,0.73916803,309.14963,56,46,28,13,-35.421414,222.89293,647.64503,129.52901,17.832938,NA,2053.375,48,39,3381.8157,4,4,36.67,0.63739584,23.373306,10,7,2,0,-73.628333,-73.628333,139.05075,139.05075,16.879167,NA,356.375,7,2,583.86906
346,1998,159,498.77,0.79595314,396.99755,74,56,35,18,-15.633913,321.83044,591.19727,118.23945,14.824623,NA,1567.29,54,43,2626.0582,4,4,64.62,0.6132998,39.631433,13,7,3,2,-51.352011,-51.352011,132.8318,132.8318,12.948833,NA,238.465,8,4,412.02722
347,1998,171,434.9,0.73739193,320.69175,56,45,31,16,-30.105251,249.47374,622.22128,124.44426,16.969708,NA,2047.4,48,42,3384.9268,4,4,47.62,0.53853016,25.644806,8,6,4,2,-64.957119,-64.957119,135.89065,135.89065,16.098333,NA,332.95,5,5,548.20777
348,1998,166,446.01,0.74911019,334.11064,58,48,32,16,-28.955861,255.2207,627.79281,125.55856,17.324337,NA,2046.42,47,42,3382.3375,4,4,60.27,0.63494051,38.267865,11,9,5,2,-56.3954,-56.3954,138.21936,138.21936,16.725,NA,351.75,5,4,581.34088
349,1998,172,479.6,0.76404028,366.43372,67,53,35,16,-26.457876,267.71062,652.14325,130.42865,17.452413,NA,2142.02,55,47,3528.648,4,4,25.35,0.61176947,15.508356,8,6,1,0,-81.847047,-81.847047,139.6467,139.6467,16.189167,NA,335.675,6,4,554.62781
350,1998,164,482.96,0.75208505,363.22699,62,48,35,16,-25.562478,272.18761,648.81257,129.76251,17.440457,NA,2042.86,47,43,3379.5931,4,4,28.74,0.6209971,17.847457,9,6,2,0,-78.689223,-78.689223,134.86135,134.86135,15.822,NA,326.825,7,5,537.10415
351,1998,151,409.09,0.75748732,309.88049,56,46,30,12,-35.761085,221.19457,636.82583,127.36517,17.250298,NA,1849.795,41,35,3055.5135,4,4,65.24,0.62671638,40.886976,9,7,7,1,-52.421378,-52.421378,137.12041,137.12041,15.823333,NA,324.7,4,2,539.36009
352,1998,163,474.27,0.77357309,366.88251,65,55,35,17,-25.354614,273.22693,635.36412,127.07282,17.699632,NA,2070.295,52,45,3419.3828,4,4,36.28,0.69416872,25.184441,11,9,1,0,-74.142203,-74.142203,140.30584,140.30584,16.7185,NA,351.555,6,3,579.24522
353,1998,155,506.69,0.7679043,389.08943,64,53,35,19,-8.2046081,358.97696,551.9776,110.39552,16.612194,NA,1800.935,50,44,3011.8767,4,4,59.64,0.57637174,34.374811,10,7,3,2,-52.479648,-52.479648,125.50412,125.50412,14.853,NA,295.59,6,5,488.43618
354,1998,150,365.57,0.73898862,270.15207,51,42,30,11,-41.103013,194.48493,620.6939,124.13878,17.450067,NA,1867.935,43,38,3073.3257,4,4,50.65,0.51934639,26.304895,7,4,4,1,-63.912196,-63.912196,140.35212,140.35212,15.506167,NA,315.185,5,4,517.11948
355,1998,169,476.44,0.77526456,369.36704,67,58,36,13,-20.30889,298.45555,597.8584,119.57168,17.039645,NA,2036.235,58,52,3351.0934,4,4,60.38,0.53751962,32.455435,8,6,3,2,-55.318311,-55.318311,135.13366,135.13366,15.560167,NA,316.805,6,4,520.09348
356,1998,146,385.28,0.75014132,289.01445,53,45,31,12,-40.21475,198.92625,644.43989,128.88798,18.111952,NA,1914.345,43,35,3122.0472,4,4,42.14,0.62231923,26.224532,9,7,5,0,-70.675988,-70.675988,143.70476,143.70476,16.574333,NA,347.23,6,2,564.97572
357,1999,153,545.38,0.71509486,389.99843,57,48,28,19,-18.114051,309.42974,666.02391,133.20478,18.788039,NA,2109.57,41,39,3391.3649,4,4,70.25,0.56006115,39.344296,9,8,4,3,-50.131796,-50.131796,140.87133,140.87133,15.964667,NA,328.94,7,5,534.19497
358,1999,143,394.45,0.71521883,282.11807,55,43,24,11,-39.713704,201.43148,654.29464,130.85893,19.28042,NA,2042.1,43,36,3255.9297,4,4,46.92,0.60848678,28.5502,10,6,4,0,-66.365868,-66.365868,139.50115,139.50115,15.953833,NA,328.615,8,2,537.49767
359,1999,157,503.4,0.7184436,361.66451,57,51,28,16,-27.044431,264.77785,690.00901,138.0018,18.781178,NA,2163.645,45,42,3476.4328,4,4,52.08,0.55562213,28.9368,9,7,3,2,-61.407496,-61.407496,134.94849,134.94849,15.066333,NA,301.99,7,6,507.4869
360,1999,163,548.59,0.72344315,396.87368,64,52,30,17,-20.930702,295.34649,693.80912,138.76182,18.291166,NA,2169.205,44,41,3491.8237,4,4,68.45,0.5643393,38.629025,9,9,4,3,-50.816964,-50.816964,139.174,139.174,15.060333,NA,301.81,8,6,506.44459
361,1999,151,596.68,0.7291665,435.07907,60,49,33,21,-0.62354334,396.88228,600.4239,120.08478,17.791391,NA,1931.5,45,39,3167.9672,4,4,92.49,0.63392757,58.631961,11,9,7,4,-26.33912,-26.33912,125.5619,125.5619,15.247333,NA,307.42,7,5,512.82548
362,1999,148,469.21,0.69327147,325.28991,50,42,25,16,-29.673455,251.63273,667.18762,133.43752,18.723074,NA,2031.015,38,36,3275.5422,4,4,53.51,0.4805776,25.715708,7,6,3,2,-60.676931,-60.676931,136.07788,136.07788,14.2305,NA,276.915,6,5,473.23087
363,1999,146,431.72,0.69827448,301.45906,50,41,23,11,-35.777776,221.11112,672.22836,134.44567,19.501575,NA,2117.23,40,36,3375.5219,4,4,49.96,0.57263533,28.608861,9,7,3,1,-62.98768,-62.98768,134.98208,134.98208,15.196167,NA,305.885,8,6,510.44942
364,1999,151,518.42,0.71052978,368.35285,56,48,27,15,-23.290219,283.54891,675.81994,135.16399,18.859073,NA,2092.72,44,39,3367.6512,4,4,72.41,0.56289276,40.759065,9,9,4,3,-47.031035,-47.031035,136.70269,136.70269,14.770167,NA,293.105,8,7,499.06368
365,1999,138,513.13,0.7140846,366.41823,52,43,30,18,-10.523876,347.38062,573.4826,114.69652,18.221703,NA,1824.595,41,34,2991.5303,4,4,98.08,0.64977495,63.729927000000004,11,10,8,4,-20.632734,-20.632734,123.5774,123.5774,15.239,NA,307.17,8,6,514.74501
366,1999,160,562.24,0.72281651,406.39635,61,51,32,16,-18.717921,306.4104,691.71459,138.34292,18.462938,NA,2154.07,45,42,3478.6024,4,4,74.72,0.55821492,41.709818,9,9,4,3,-44.32226,-44.32226,134.20085,134.20085,14.418,NA,282.54,8,7,484.35793
367,1999,152,596.68,0.72820848,434.50743,60,49,33,21,-1.5405497,392.29725,606.01598,121.2032,17.790757,NA,1944.195,45,39,3188.0772,4,4,82.3,0.59780256,49.199151,10,8,6,3,-35.364274,-35.364274,127.32896,127.32896,15.156,NA,304.68,6,4,506.48431
368,1999,143,469.21,0.69807237,327.54254,50,42,25,16,-28.010522,259.94739,651.77581,130.35516,19.107063,NA,2017.31,38,35,3240.8492,4,4,70.25,0.56006115,39.344296,9,8,4,3,-49.394884,-49.394884,138.81996,138.81996,15.218167,NA,306.545,8,6,509.47779
369,1999,130,467.09,0.71321193,333.13416,49,43,25,15,-19.994609,300.02696,583.82316,116.76463,19.874885,NA,1933.735,37,34,3078.49,4,4,84.89,0.65012511,55.189121,11,9,6,4,-41.875089,-41.875089,146.04753,146.04753,19.275667,NA,428.27,7,5,680.47624
370,1999,139,440.79,0.70691082,311.59922,51,45,24,12,-30.568407,247.15797,634.85509,126.97102,19.480899,NA,2012.845,41,35,3218.0978,4,4,80.01,0.60453077,48.368507,11,9,5,3,-40.979471,-40.979471,135.563,135.563,16.488167,NA,344.645,7,4,562.78589
371,1999,144,453.45,0.69502856,315.1607,52,43,24,15,-31.540808,242.29596,662.3654,132.47308,19.165486,NA,2039.83,40,36,3272.4359,4,4,64.66,0.57698852,37.308078,10,8,4,3,-53.580906,-53.580906,139.29613,139.29613,15.098,NA,302.94,8,6,507.30031
372,1999,154,488.59,0.71946497,351.52339,57,50,28,16,-27.51259,262.43705,674.03429,134.80686,19.192532,NA,2185.65,41,39,3496.2887,4,4,60.87,0.60135699,36.6046,11,8,4,3,-56.784951,-56.784951,140.85371,140.85371,16.220333,NA,336.61,8,4,547.25899
373,1999,155,526.07,0.72455182,381.16498,60,52,31,16,-22.047092,289.76454,674.85616,134.97123,18.925645,NA,2158.475,46,42,3460.2846,4,4,71.75,0.53953116,38.71136,9,8,4,3,-47.800286,-47.800286,137.45286,137.45286,15.567833,NA,317.035,7,5,525.53572
374,1999,144,388.76,0.73254753,284.78518,55,44,26,12,-39.84927,200.75365,646.3097,129.26194,18.897847,NA,2001.29,42,37,3207.4114,4,4,86.57,0.58028459,50.235237,11,9,6,3,-36.438649,-36.438649,136.19912,136.19912,15.913167,NA,327.395,9,6,542.34389
375,1999,149,492.62,0.71936708,354.37461,55,46,28,16,-24.996009,275.01996,656.79171,131.35834,19.035805,NA,2091.335,42,36,3355.1372,4,4,53.99,0.54918812,29.650667,9,7,3,2,-60.445875,-60.445875,136.49651,136.49651,15.793667,NA,323.81,7,5,530.89618
376,1999,156,529.32,0.72520507,383.86555,60,50,30,17,-21.459929,292.70035,673.94897,134.78979,18.746058,NA,2144.385,45,41,3454.53,4,4,54.98,0.55061185,30.272639,9,8,3,2,-58.709214,-58.709214,133.15319,133.15319,15.107167,NA,303.215,7,6,506.20344
377,1999,144,498.41,0.71789725,357.80717,55,49,29,14,-23.509353,282.45324,651.596,130.3192,19.288681,NA,2057.57,44,40,3289.3287,4,4,71.75,0.53953116,38.71136,9,8,4,3,-47.800286,-47.800286,137.45286,137.45286,15.567833,NA,317.035,7,5,525.53572
378,1999,152,505.97,0.72574865,367.20705,58,52,28,16,-23.295379,283.52311,659.63431,131.92686,18.944112,NA,2119.505,44,40,3397.574,4,4,80.01,0.60453077,48.368507,11,9,5,3,-40.979471,-40.979471,135.563,135.563,16.488167,NA,344.645,7,4,562.78589
379,1999,152,551.96,0.72355683,399.37443,59,50,31,16,-16.67685,316.61575,662.43295,132.48659,18.88023,NA,2109.795,43,38,3394.3063,4,4,81,0.59511282,48.204138,10,10,5,3,-41.086386,-41.086386,137.48944,137.48944,16.0215,NA,330.645,6,4,543.16694
380,1999,160,515.24,0.71916064,370.54033,57,52,28,16,-25.810128,270.94936,694.48832,138.89766,18.649781,NA,2183.965,43,43,3508.3608,4,4,53.41,0.56751135,30.310781,9,7,3,2,-60.674769,-60.674769,135.81611,135.81611,14.961,NA,298.83,7,6,501.4961
381,1999,161,538.95,0.71382126,384.71397,60,53,26,16,-22.51587,287.42065,695.56178,139.11236,18.360497,NA,2151.04,46,43,3469.6548,4,4,47.28,0.47812433,22.605718,7,6,2,2,-65.208205,-65.208205,135.89411,135.89411,14.392833,NA,281.785,5,5,477.87935
382,1999,148,503.84,0.71658274,361.04305,56,48,28,15,-23.414231,282.92884,657.87679,131.57536,19.081115,NA,2084.005,43,37,3341.2874,4,4,72.9,0.58649118,42.755207,10,8,4,3,-48.353061,-48.353061,141.15067,141.15067,16.039667,NA,331.19,7,5,539.47877
383,1999,147,408.86,0.71642532,292.91765,53,42,22,14,-38.049454,209.75273,659.97805,131.99561,19.266122,NA,2097.12,44,37,3343.5822,4,4,39.09,0.5764263,22.532504,9,6,3,1,-71.939497,-71.939497,139.30613,139.30613,15.701333,NA,321.04,8,4,526.2014
384,1999,157,527.11,0.72182259,380.47991,60,51,29,16,-23.293141,283.5343,687.17453,137.43491,18.782898,NA,2163.915,46,40,3482.9832,4,4,72.9,0.58649118,42.755207,10,8,4,3,-46.965974,-46.965974,137.45892,137.45892,15.006333,NA,300.19,8,6,506.09795
385,1999,140,534.65,0.71829906,384.03859,54,46,28,19,-11.09022,344.5489,601.33992,120.26798,19.112679,NA,1975.775,38,37,3170.0048,4,4,96.35,0.65830499,63.427686,12,10,7,4,-33.266687,-33.266687,144.38066,144.38066,18.884,NA,416.52,8,7,665.36451
386,1999,145,462.76,0.69299914,320.69228,51,43,22,14,-30.446873,247.76563,665.33314,133.06663,19.019276,NA,2032.795,41,36,3270.0348,4,4,61.23,0.56812727,34.786433,10,8,3,2,-55.596475,-55.596475,137.89446,137.89446,14.889167,NA,296.675,8,7,502.27827
387,1999,141,465.55,0.7041256,327.80567,52,45,25,12,-27.329481,263.3526,640.63117,128.12623,19.321277,NA,2019.3,42,35,3237.0636,4,4,55.17,0.54958378,30.320537,9,8,3,2,-60.464574,-60.464574,139.54573,139.54573,16.162,NA,334.86,7,5,542.57572
388,1999,144,470.41,0.70828475,333.18423,52,44,28,13,-28.673861,256.6307,659.51978,131.90396,19.091111,NA,2029.12,41,35,3268.6804,4,4,74.72,0.55821492,41.709818,9,9,4,3,-44.985081,-44.985081,135.8177,135.8177,14.750167,NA,292.505,8,6,497.19924
389,1999,149,454.74,0.69326907,315.25718,52,43,24,13,-31.889667,240.55166,667.652,133.5304,18.632114,NA,2032.12,40,37,3279.4418,4,4,35.66,0.48173765,17.178765,7,5,2,1,-73.531726,-73.531726,134.72734,134.72734,13.9015,NA,267.98,5,4,457.3907
390,1999,146,361.4,0.69516161,251.23141,50,40,21,11,-46.514877,167.42562,675.70191,135.14038,19.124281,NA,2062.145,41,37,3306.1408,4,4,36.84,0.57414028,21.151328,9,6,3,1,-72.515277,-72.515277,134.0381,134.0381,14.021167,NA,270.635,8,5,470.04197
391,1999,149,573.18,0.72396891,414.9645,59,50,34,19,-12.215755,338.92123,652.94176,130.58835,18.3,NA,1981.7,47,40,3208.7604,4,4,73.56,0.57398389,42.222255,9,8,5,2,-44.60711,-44.60711,132.79683,132.79683,14.2485,NA,277.455,8,6,474.71268
392,1999,151,509.38,0.70481787,359.02013,55,46,24,16,-24.397377,278.01312,673.75969,134.75194,18.789503,NA,2082.215,43,37,3347.5972,4,4,61.23,0.56812727,34.786433,10,8,3,2,-55.974397,-55.974397,139.07816,139.07816,15.078667,NA,302.36,8,6,507.06152
